STATE,SAEMHI_MOE,SAEMHI_PT,SAEMHI_UB90,SAEPOV0_17_LB90,SAEPOV0_17_MOE,SAEPOV0_17_PT,SAEPOV0_17_UB90,SAEPOV0_4_LB90,SAEPOV0_4_MOE,SAEPOV0_4_PT,SAEPOV0_4_UB90,SAEPOV5_17R_LB90,SAEPOV5_17R_MOE,SAEPOV5_17R_PT,SAEPOV5_17R_UB90,SAEPOVALL_LB90,SAEPOVALL_MOE,SAEPOVALL_PT,SAEPOVALL_UB90,SAEPOVRT0_17_LB90,SAEPOVRT0_17_MOE,SAEPOVRT0_17_PT,SAEPOVRT0_17_UB90,SAEPOVRT0_4_LB90,SAEPOVRT0_4_MOE,SAEPOVRT0_4_PT,SAEPOVRT0_4_UB90,SAEPOVRT5_17R_LB90,SAEPOVRT5_17R_MOE,SAEPOVRT5_17R_PT,SAEPOVRT5_17R_UB90,SAEPOVRTALL_LB90,SAEPOVRTALL_MOE,SAEPOVRTALL_PT,SAEPOVRTALL_UB90,SAEPOVU_0_17,SAEPOVU_0_4,SAEPOVU_5_17R,SAEPOVU_ALL,YEAR
West Virginia,1668,30695,32363,87642,6574,94215,100789,25872,3427,29299,32725,56638,5585,62223,67808,270717,16121,286838,302959,22.6,1.70,24.3,26.0,25.6,3.40,29.0,32.4,19.9,1.95,21.9,23.8,15.2,0.90,16.1,17.0,388215,100974,284544,1779404,2002
Wisconsin,1739,45377,47116,126885,17543,144428,161971,32488,8901,41389,50290,81881,14858,96739,111597,420954,34892,455846,490738,9.6,1.30,10.9,12.2,9.6,2.65,12.3,14.9,8.6,1.55,10.1,11.7,7.8,0.65,8.5,9.1,1325232,336962,955790,5372665,2002
Wyoming,1782,39772,41553,14412,1853,16265,18118,4435,1027,5462,6488,8536,1505,10041,11546,48269,3777,52045,55822,11.9,1.55,13.5,15.0,14.4,3.35,17.8,21.1,9.6,1.65,11.2,12.9,9.8,0.80,10.6,11.4,120786,30747,89382,491749,2002
Alabama,1472,36131,37602,227912,15746,243658,259403,62361,10117,72477,82594,153639,11939,165578,177517,644647,32808,677455,710263,20.9,1.45,22.3,23.8,21.3,3.45,24.7,28.2,19.5,1.50,21.0,22.5,14.5,0.75,15.3,16.0,1091889,293161,788134,4436894,2003
Alaska,1627,52391,54018,21006,2337,23342,25679,6153,1498,7651,9148,12571,1759,14330,16089,58920,4206,63126,67332,11.2,1.25,12.5,13.7,12.5,3.05,15.6,18.6,9.3,1.35,10.7,12.0,9.2,0.65,9.8,10.5,186983,49058,134531,642387,2003
Arizona,1406,41963,43368,290274,26699,316973,343672,75773,16375,92147,108522,192439,20856,213295,234151,736508,46497,783005,829502,18.8,1.75,20.6,22.3,17.2,3.75,20.9,24.7,17.9,1.95,19.8,21.8,13.1,0.80,13.9,14.7,1539917,440100,1074882,5643394,2003
Arkansas,1451,33445,34895,148470,10712,159182,169893,42786,6737,49523,56260,96920,8180,105100,113280,410707,21534,432240,453774,22.0,1.60,23.6,25.2,23.5,3.70,27.2,30.9,20.0,1.70,21.7,23.4,15.2,0.80,16.0,16.8,675286,181812,483973,2693460,2003
California,1294,48440,49734,1757471,109064,1866535,1975599,461424,58887,520311,579197,1198809,89684,1288493,1378177,4639930,196177,4836106,5032283,18.4,1.15,19.5,20.7,17.8,2.25,20.0,22.3,17.5,1.30,18.8,20.1,13.2,0.55,13.7,14.3,9554368,2599063,6844459,35219959,2003
Colorado,1448,49248,50696,134414,16782,151196,167978,34733,10982,45715,56697,84107,12405,96512,108917,421538,30120,451658,481778,11.4,1.45,12.8,14.3,10.4,3.30,13.7,17.0,10.1,1.50,11.6,13.1,9.3,0.70,10.0,10.7,1178251,333816,830652,4521138,2003
Connecticut,1806,56409,58214,77435,10819,88254,99073,21491,6431,27921,34352,47443,8544,55987,64531,250515,22536,273051,295586,9.2,1.30,10.5,11.8,10.2,3.05,13.2,16.3,7.7,1.35,9.0,10.4,7.3,0.65,8.0,8.6,837287,211102,619068,3429223,2003
Delaware,1520,48770,50290,22464,2642,25106,27748,6015,1857,7872,9728,14214,1824,16038,17862,67534,5881,73415,79296,11.6,1.40,13.0,14.4,11.3,3.50,14.8,18.3,10.4,1.30,11.7,13.0,8.3,0.70,9.0,9.7,192880,53181,136990,814294,2003
Florida,1176,38985,40160,721788,49158,770946,820103,199469,30552,230021,260573,474572,37689,512261,549950,2116332,102925,2219257,2322182,18.1,1.25,19.4,20.6,18.6,2.90,21.5,24.4,16.7,1.35,18.0,19.4,12.4,0.60,13.0,13.6,3977910,1069849,2842050,17028820,2003
Georgia,1525,42421,43945,409996,35870,445866,481736,114294,24543,138837,163380,267044,25387,292431,317818,1085213,70331,1155544,1225875,17.6,1.55,19.1,20.7,17.0,3.65,20.6,24.3,16.3,1.55,17.9,19.4,12.6,0.80,13.4,14.2,2330653,673152,1637766,8631783,2003
Hawaii,2211,48274,50485,39267,3995,43261,47256,11694,2938,14631,17569,24075,2645,26720,29365,124791,8574,133365,141939,13.3,1.35,14.6,16.0,13.5,3.40,16.9,20.3,11.8,1.30,13.1,14.4,10.1,0.70,10.8,11.5,295934,86368,204600,1233307,2003
Idaho,1542,39859,41401,53458,5447,58905,64352,16806,3601,20407,24008,31919,4002,35921,39923,150088,9931,160019,169950,14.4,1.50,15.9,17.4,16.5,3.55,20.1,23.6,12.1,1.55,13.7,15.2,11.0,0.70,11.7,12.4,370512,101548,263016,1365507,2003
Illinois,1496,47367,48863,465636,39412,505048,544459,131219,23489,154707,178196,301417,31756,333173,364929,1346150,80828,1426978,1507806,14.4,1.20,15.6,16.8,14.9,2.65,17.6,20.2,13.0,1.35,14.3,15.7,10.8,0.65,11.4,12.1,3235729,880251,2324659,12477639,2003
Indiana,1352,43323,44675,197186,20234,217420,237654,63650,12763,76413,89175,114590,15288,129878,145166,570409,39237,609645,648882,12.4,1.25,13.7,14.9,15.0,3.00,18.0,21.0,10.1,1.30,11.4,12.7,9.3,0.65,10.0,10.6,1590091,424295,1138790,6111108,2003
Iowa,1456,42278,43733,74721,8430,83151,91581,23356,5307,28662,33969,43396,6412,49808,56220,244880,18937,263817,282753,11.0,1.25,12.3,13.5,13.1,2.95,16.1,19.0,8.8,1.30,10.1,11.4,8.5,0.65,9.1,9.8,678387,178350,491964,2892343,2003
Kansas,1431,43113,44544,85083,8813,93896,102709,28393,5598,33991,39589,48813,6606,55419,62025,260826,17337,278163,295499,12.5,1.30,13.8,15.1,15.3,3.05,18.3,21.4,10.0,1.35,11.3,12.7,9.8,0.65,10.4,11.1,681328,185383,488407,2671994,2003
Kentucky,1479,36663,38142,191676,14133,205809,219941,52292,9288,61580,70868,127700,10401,138101,148502,576568,29945,606513,636458,19.7,1.45,21.1,22.6,20.0,3.50,23.5,27.0,18.5,1.50,20.0,21.5,14.2,0.75,15.0,15.7,974064,262078,692137,4054326,2003
Louisiana,1441,33792,35232,289006,20720,309726,330446,83811,12526,96336,108862,191521,16350,207871,224221,758272,38302,796574,834876,24.8,1.80,26.6,28.4,26.2,3.95,30.2,34.1,23.0,2.00,25.0,27.0,17.2,0.90,18.1,19.0,1165051,319453,831621,4405106,2003
Maine,1480,39212,40692,36271,3591,39861,43452,10345,2149,12494,14643,22269,2756,25025,27781,129411,8716,138127,146843,13.0,1.25,14.3,15.5,15.6,3.20,18.8,22.0,10.8,1.35,12.2,13.5,10.0,0.65,10.7,11.3,279533,66487,205857,1294057,2003
Maryland,1704,54302,56006,140999,18415,159414,177829,38429,11838,50266,62104,87450,13703,101153,114856,444907,36091,480998,517089,10.2,1.35,11.5,12.9,10.5,3.20,13.7,16.9,8.8,1.35,10.1,11.5,8.2,0.65,8.8,9.5,1381755,366846,998060,5444978,2003
Massachusetts,1647,52713,54360,153224,20907,174131,195037,40710,12239,52949,65188,95999,16571,112570,129141,555702,44258,599960,644217,10.5,1.40,11.9,13.3,10.4,3.10,13.5,16.6,9.1,1.60,10.7,12.3,8.8,0.70,9.5,10.2,1464366,392658,1052018,6306755,2003
Michigan,1386,46291,47676,348289,29376,377665,407041,91706,18209,109914,128123,229124,22409,251533,273942,1026333,62370,1088703,1151073,13.8,1.20,15.0,16.2,14.4,2.85,17.2,20.1,12.4,1.20,13.6,14.8,10.3,0.65,11.0,11.6,2519510,638940,1845933,9929027,2003
Minnesota,1661,50750,52411,110617,15312,125929,141240,32529,9725,42254,51978,65398,11494,76892,88386,367755,32307,400062,432368,8.9,1.25,10.2,11.4,9.9,2.95,12.9,15.8,7.3,1.25,8.5,9.8,7.3,0.65,8.0,8.6,1239578,328507,900194,5014678,2003
Mississippi,1536,32397,33933,186835,13662,200496,214158,49290,8393,57683,66076,128684,10690,139374,150064,493338,24900,518238,543138,25.0,1.80,26.8,28.6,24.0,4.05,28.0,32.1,24.0,2.00,26.0,28.0,17.4,0.90,18.3,19.2,747612,205743,535624,2830299,2003
Missouri,1577,40870,42447,209764,18024,227788,245812,59810,12145,71955,84099,133593,12981,146574,159555,615942,37542,653484,691026,15.2,1.30,16.5,17.8,16.3,3.35,19.6,23.0,13.5,1.35,14.9,16.2,10.9,0.70,11.6,12.3,1380721,366338,986068,5625808,2003
Montana,1453,34449,35902,37661,3285,40946,44231,11496,1990,13486,15476,23273,2554,25827,28381,121578,7532,129109,136641,18.3,1.60,19.9,21.5,22.4,3.90,26.3,30.2,15.6,1.70,17.3,19.0,13.4,0.80,14.2,15.0,205941,51247,149128,908305,2003
Nebraska,1526,41984,43509,49838,5814,55652,61466,16735,3882,20617,24499,28213,4200,32413,36613,158512,11530,170042,181572,11.5,1.35,12.9,14.2,13.9,3.25,17.1,20.4,9.2,1.35,10.6,11.9,9.3,0.65,9.9,10.6,432103,120315,306446,1711701,2003
Nevada,1424,45249,46673,82756,8644,91399,100043,22198,5288,27486,32773,52565,6731,59296,66027,235959,15785,251744,267529,13.8,1.45,15.3,16.7,13.3,3.20,16.5,19.7,12.4,1.60,14.0,15.6,10.3,0.65,11.0,11.6,598777,166324,423908,2296726,2003
New Hampshire,1712,52409,54121,19792,3985,23776,27761,6588,2239,8826,11065,9999,3141,13140,16281,73264,8515,81779,90294,6.5,1.30,7.8,9.1,9.1,3.15,12.2,15.4,4.4,1.35,5.7,7.1,5.7,0.70,6.4,7.1,304957,72052,228883,1279391,2003
New Jersey,1677,56356,58033,227558,26449,254007,280456,71770,16932,88701,105633,135126,19956,155082,175038,707421,51038,758459,809496,10.6,1.20,11.8,13.0,12.5,2.95,15.4,18.4,8.7,1.25,10.0,11.2,8.3,0.60,8.9,9.5,2155693,574962,1556643,8547233,2003
New Mexico,1451,35091,36542,118371,8549,126920,135469,33713,5015,38728,43742,78560,6771,85331,92102,314775,15985,330759,346744,24.1,1.75,25.8,27.6,25.6,3.85,29.5,33.3,22.3,1.90,24.2,26.1,16.8,0.85,17.7,18.5,491177,131496,352378,1871181,2003
New York,1297,44139,45436,861581,54719,916300,971019,220966,33114,254079,287193,595713,43279,638992,682271,2591959,108472,2700431,2808903,19.0,1.20,20.2,21.4,18.1,2.70,20.8,23.5,18.2,1.35,19.6,20.9,13.7,0.60,14.3,14.9,4540773,1219549,3264202,18852353,2003
North Carolina,1464,39438,40902,370492,31970,402462,434432,116827,22637,139464,162101,226723,21769,248492,270261,1055493,62722,1118214,1180936,17.6,1.50,19.1,20.6,19.8,3.85,23.7,27.5,15.3,1.45,16.8,18.2,12.7,0.75,13.4,14.2,2107620,589422,1482915,8337231,2003
North Dakota,1601,38223,39823,16527,2113,18640,20753,5233,1367,6600,7967,9677,1568,11245,12813,59970,5093,65063,70156,11.9,1.55,13.4,15.0,14.8,3.85,18.7,22.5,9.6,1.55,11.1,12.7,9.7,0.80,10.5,11.3,138803,35365,101222,620602,2003
Ohio,1254,43119,44373,391970,33923,425893,459815,127883,22222,150105,172327,233862,24887,258749,283636,1130211,66732,1196943,1263674,14.1,1.25,15.4,16.6,17.8,3.05,20.8,23.9,11.6,1.25,12.8,14.1,10.1,0.60,10.7,11.3,2772381,720134,2018456,11231817,2003
Oklahoma,1411,35634,37045,167460,14103,181562,195665,49384,8853,58237,67090,106406,10716,117122,127838,476487,27215,503702,530917,19.5,1.65,21.1,22.8,20.6,3.70,24.3,28.0,17.5,1.75,19.3,21.0,13.9,0.75,14.7,15.4,858972,239737,607576,3438050,2003
Oregon,1401,42593,43994,133779,13463,147241,160704,38529,8256,46785,55040,82420,10649,93069,103718,397983,25270,423253,448523,15.8,1.60,17.4,19.0,17.3,3.70,21.0,24.7,13.4,1.75,15.2,16.9,11.3,0.70,12.0,12.7,846784,222435,613161,3535766,2003
Pennsylvania,1247,42952,44199,385784,33903,419687,453590,109748,19771,129519,149290,247232,26856,274088,300944,1209693,69715,1279408,1349122,13.7,1.20,14.9,16.1,15.6,2.80,18.4,21.2,11.9,1.30,13.2,14.5,10.0,0.55,10.6,11.1,2821493,704390,2073654,12125878,2003
Rhode Island,1467,45006,46473,36742,3670,40412,44082,9631,2171,11802,13973,24387,2926,27313,30239,112060,7424,119483,126907,15.1,1.50,16.6,18.1,15.8,3.60,19.4,23.0,13.6,1.65,15.2,16.9,10.6,0.70,11.3,12.0,243573,60770,179340,1059434,2003
South Carolina,1477,38003,39479,188658,14358,203015,217373,48998,9698,58696,68393,128140,10325,138465,148790,537207,29562,566769,596331,18.4,1.40,19.8,21.2,17.8,3.50,21.3,24.8,17.3,1.40,18.7,20.1,13.1,0.70,13.8,14.5,1023097,275766,741588,4100512,2003
South Dakota,1489,38008,39497,28134,3009,31143,34152,9115,1909,11023,12932,16866,2259,19125,21384,86497,6090,92587,98677,14.9,1.60,16.5,18.1,18.0,3.80,21.8,25.6,12.5,1.65,14.2,15.8,11.5,0.80,12.3,13.1,188791,50516,135077,751187,2003
Tennessee,1411,37925,39335,246129,19893,266022,285914,72928,13003,85930,98933,157255,14715,171970,186685,740449,42434,782883,825316,17.8,1.45,19.2,20.7,19.4,3.45,22.8,26.3,15.9,1.45,17.4,18.8,12.8,0.75,13.5,14.3,1384461,376238,990915,5782939,2003
Texas,1186,39967,41153,1345350,80275,1425625,1505900,435663,52338,488001,540339,842293,60076,902369,962445,3425211,137951,3563162,3701113,21.5,1.30,22.8,24.1,24.0,2.85,26.9,29.7,19.3,1.40,20.7,22.1,15.6,0.60,16.2,16.8,6251795,1816751,4361399,21969138,2003
Utah,1622,46709,48330,80948,11128,92075,103203,29995,7980,37975,45955,41688,7571,49259,56830,217928,17457,235385,252841,11.0,1.50,12.5,14.0,13.0,3.45,16.5,19.9,8.4,1.50,9.9,11.4,9.2,0.75,10.0,10.7,739003,230778,499034,2355997,2003
Vermont,1412,42649,44061,14162,1738,15900,17638,4136,1005,5141,6146,8297,1370,9667,11037,51937,4139,56076,60215,10.6,1.30,11.9,13.2,13.4,3.30,16.7,20.0,8.2,1.35,9.5,10.9,8.5,0.65,9.2,9.8,133941,30765,101246,612150,2003
Virginia,1781,50028,51809,220733,22902,243635,266537,68835,15621,84456,100077,133043,16213,149256,165469,678366,45956,724322,770277,12.3,1.25,13.6,14.8,14.1,3.15,17.2,20.4,10.4,1.25,11.6,12.9,9.3,0.65,10.0,10.6,1797784,489628,1283074,7275601,2003
Washington,1473,48185,49657,206199,20770,226969,247739,63623,15140,78763,93903,124023,14026,138049,152075,629694,41527,671221,712748,13.9,1.40,15.3,16.7,16.7,4.00,20.7,24.7,11.5,1.30,12.8,14.1,10.3,0.70,11.0,11.7,1483538,380834,1082104,6101030,2003
West Virginia,1470,32967,34437,86976,6373,93349,99722,23611,3805,27416,31221,58545,4958,63503,68461,274080,16141,290221,306361,22.7,1.65,24.3,26.0,23.6,3.80,27.4,31.2,21.0,1.80,22.8,24.6,15.4,0.90,16.3,17.2,383424,100138,278287,1782738,2003
Wisconsin,1435,46538,47972,143303,17637,160940,178577,46501,10556,57056,67612,82501,13722,96223,109945,448094,34723,482817,517539,11.0,1.35,12.4,13.7,14.0,3.15,17.1,20.3,8.8,1.45,10.2,11.7,8.3,0.65,8.9,9.6,1301342,332780,939783,5398625,2003
Wyoming,1547,41554,43100,15190,1733,16922,18655,5257,1078,6334,7412,8500,1296,9796,11092,49559,3721,53279,57000,13.1,1.50,14.6,16.1,17.6,3.60,21.2,24.8,10.1,1.50,11.6,13.1,10.0,0.75,10.8,11.5,115834,29899,84409,495253,2003
Alabama,1448,37062,38510,226152,18865,245017,263881,68732,8598,77330,85928,143834,16953,160787,177740,675992,41491,717483,758974,20.9,1.75,22.6,24.4,23.3,2.90,26.2,29.1,18.5,2.20,20.7,22.9,15.1,0.95,16.1,17.0,1082849,295125,775423,4463171,2004
Alaska,1687,52141,53827,21287,2956,24243,27199,6109,1384,7493,8877,12221,2620,14841,17461,58937,5723,64660,70382,11.3,1.60,12.9,14.5,12.2,2.75,14.9,17.7,9.1,1.95,11.0,13.0,9.1,0.85,10.0,10.8,187685,50252,134824,649816,2004
Arizona,1414,43696,45110,306966,31418,338384,369802,96304,15739,112042,127781,187998,26964,214962,241926,795925,57662,853587,911249,19.5,2.00,21.5,23.5,21.1,3.45,24.5,28.0,17.3,2.45,19.8,22.2,13.6,1.00,14.6,15.6,1573902,456722,1088316,5842118,2004
Arkansas,1465,35295,36759,140227,12898,153124,166022,45964,5985,51948,57933,84071,11322,95393,106715,397276,27300,424576,451876,20.8,1.90,22.7,24.6,24.9,3.20,28.1,31.3,17.6,2.40,20.0,22.4,14.6,1.00,15.6,16.6,674449,184963,477311,2720895,2004
California,1278,49894,51172,1686330,123093,1809423,1932515,480804,59802,540606,600408,1119872,105890,1225762,1331652,4463645,218000,4681645,4899644,17.4,1.30,18.7,20.0,18.1,2.25,20.3,22.6,16.2,1.55,17.7,19.3,12.6,0.60,13.2,13.8,9667379,2657941,6906485,35468826,2004
Colorado,1487,50105,51592,132875,18389,151264,169652,41749,8714,50463,59176,78381,16015,94396,110411,429907,36897,466804,503701,11.3,1.55,12.8,14.4,12.4,2.60,15.0,17.6,9.5,1.90,11.4,13.3,9.4,0.80,10.2,11.0,1179365,336512,828373,4586406,2004
Connecticut,1854,56617,58471,82466,12941,95407,108348,21573,5952,27524,33476,53090,11474,64564,76038,285567,29053,314619,343672,9.9,1.55,11.4,13.0,10.2,2.85,13.0,15.9,8.6,1.85,10.5,12.3,8.3,0.85,9.1,10.0,834886,210930,617392,3438970,2004
Delaware,1512,49545,51057,23005,3119,26124,29242,7578,1470,9048,10518,13150,2727,15877,18604,72823,7021,79844,86865,11.8,1.60,13.4,15.0,13.8,2.65,16.4,19.1,9.5,2.00,11.5,13.5,8.8,0.85,9.6,10.5,195400,55003,137836,828029,2004
Florida,1209,40900,42109,638967,60313,699280,759593,192720,28878,221598,250475,394902,52270,447172,499442,1955732,119265,2074997,2194262,15.8,1.50,17.3,18.8,17.5,2.60,20.1,22.7,13.8,1.80,15.6,17.4,11.2,0.70,11.9,12.6,4046002,1103442,2863259,17434082,2004
Georgia,1463,42679,44141,416464,41329,457793,499122,127354,20708,148061,168769,261126,35580,296706,332286,1135221,82465,1217686,1300151,17.7,1.75,19.4,21.2,18.5,3.00,21.5,24.5,15.9,2.15,18.1,20.2,12.8,0.95,13.7,14.7,2357015,689298,1642778,8874406,2004
Hawaii,2417,51359,53776,26712,5505,32217,37722,8229,3158,11386,14544,14739,4382,19121,23503,101112,11325,112437,123762,9.0,1.85,10.8,12.7,9.3,3.55,12.8,16.4,7.2,2.15,9.3,11.5,8.1,0.90,9.0,9.9,297605,88762,204760,1245729,2004
Idaho,1654,40509,42163,49918,6644,56562,63206,16937,3266,20202,23468,27656,5831,33487,39318,147244,13544,160788,174332,13.4,1.75,15.1,16.9,16.0,3.10,19.1,22.2,10.5,2.25,12.8,15.0,10.5,0.95,11.5,12.4,373725,105617,262564,1403100,2004
Illinois,1410,47711,49121,488300,51094,539394,590487,135866,21308,157174,178482,321539,47705,369244,416949,1395834,90281,1486115,1576396,15.1,1.60,16.7,18.3,15.3,2.40,17.7,20.1,13.8,2.10,15.9,18.0,11.1,0.75,11.9,12.6,3232895,887310,2322622,12528129,2004
Indiana,1379,43217,44595,224853,26145,250998,277143,72772,12012,84784,96795,132326,23180,155506,178686,632133,51238,683371,734609,14.1,1.65,15.7,17.4,17.0,2.80,19.8,22.6,11.6,2.05,13.6,15.7,10.3,0.80,11.1,11.9,1595746,427456,1141287,6151698,2004
Iowa,1535,42865,44400,77890,10010,87899,97909,24684,4552,29236,33787,44868,8815,53683,62498,280304,24294,304598,328892,11.6,1.50,13.1,14.6,13.8,2.50,16.3,18.8,9.3,1.85,11.1,13.0,9.6,0.85,10.5,11.3,668632,179370,482261,2905637,2004
Kansas,1466,41664,43130,88073,10568,98641,109208,30008,4998,35005,40003,50141,9251,59392,68643,275110,22624,297733,320357,13.1,1.55,14.6,16.2,16.0,2.70,18.7,21.4,10.5,1.95,12.5,14.4,10.2,0.85,11.1,11.9,673695,187083,476666,2684155,2004
Kentucky,1492,37046,38537,199753,17616,217368,234984,62092,8290,70382,78671,119854,15433,135287,150720,628668,39573,668241,707813,20.4,1.80,22.2,24.0,23.1,3.10,26.2,29.3,17.3,2.25,19.5,21.8,15.4,0.95,16.3,17.3,978276,268681,692226,4088112,2004
Louisiana,1572,35216,36788,286962,27561,314522,342083,90157,11820,101976,113796,177395,24562,201957,226519,798279,50901,849180,900080,25.0,2.40,27.4,29.8,28.1,3.70,31.8,35.5,21.8,3.00,24.8,27.8,18.1,1.15,19.2,20.4,1149163,320782,814574,4417176,2004
Maine,1381,41287,42668,34339,5003,39342,44345,10180,2086,12266,14352,19250,4519,23769,28288,137460,11342,148802,160144,12.5,1.85,14.3,16.2,15.2,3.15,18.4,21.5,9.6,2.25,11.8,14.1,10.6,0.85,11.5,12.3,274531,66823,200585,1298360,2004
Maryland,1800,57019,58819,133720,22367,156087,178454,31682,10575,42256,52831,87769,19303,107072,126375,461092,45174,506265,551439,9.5,1.60,11.1,12.7,8.3,2.80,11.1,13.9,8.7,1.95,10.6,12.6,8.4,0.80,9.2,10.0,1401392,379615,1006708,5500728,2004
Massachusetts,1675,53657,55332,160429,26788,187216,214004,44420,10762,55182,65944,96178,24951,121129,146080,568682,53899,622581,676480,11.0,1.85,12.8,14.7,11.2,2.75,13.9,16.7,9.3,2.40,11.7,14.1,9.0,0.90,9.9,10.8,1456998,395686,1036585,6290387,2004
Michigan,1515,44409,45924,394789,39056,433845,472900,118230,20159,138389,158547,243469,33170,276639,309809,1165312,76471,1241783,1318253,15.7,1.55,17.3,18.8,18.4,3.15,21.6,24.7,13.2,1.80,15.0,16.8,11.7,0.80,12.5,13.3,2511648,642070,1844334,9943531,2004
Minnesota,1932,51202,53133,111786,18498,130284,148782,30709,8668,39377,48045,66566,16161,82727,98888,366849,41945,408794,450739,9.1,1.50,10.6,12.1,9.2,2.60,11.8,14.4,7.6,1.80,9.4,11.2,7.3,0.80,8.1,8.9,1228126,334421,880195,5047848,2004
Mississippi,1618,34278,35896,195829,17036,212865,229900,56924,7703,64627,72330,126881,15178,142059,157237,517558,31666,549224,580889,26.3,2.30,28.6,30.9,27.1,3.70,30.8,34.5,24.2,2.90,27.1,30.0,18.2,1.10,19.3,20.4,744577,209679,524800,2847984,2004
Missouri,1462,40885,42347,229252,24632,253884,278516,69738,11934,81672,93606,137721,21156,158877,180033,682855,52787,735642,788428,16.7,1.80,18.5,20.3,18.7,3.20,21.9,25.1,14.1,2.20,16.3,18.5,12.0,0.95,13.0,13.9,1373135,372468,973399,5673220,2004
Montana,1508,35574,37082,33630,4006,37636,41642,10649,1852,12501,14352,19299,3543,22842,26385,115536,9545,125081,134626,16.5,2.00,18.5,20.5,20.2,3.50,23.7,27.2,13.1,2.45,15.6,18.0,12.6,1.05,13.6,14.7,203597,52821,146799,918297,2004
Nebraska,1540,42166,43706,47690,7310,55000,62310,16245,3310,19555,22865,26715,6144,32859,39003,157447,14715,172162,186877,11.1,1.70,12.8,14.5,13.2,2.70,15.9,18.6,8.8,2.05,10.9,12.9,9.1,0.85,10.0,10.8,429065,122854,301938,1723814,2004
Nevada,1495,47231,48725,83736,10734,94470,105203,23873,5597,29470,35067,51734,9128,60862,69990,243959,20715,264673,285388,13.5,1.75,15.3,17.0,13.8,3.25,17.1,20.3,11.8,2.10,13.9,16.0,10.2,0.90,11.1,12.0,619456,172797,437912,2380853,2004
New Hampshire,1758,53377,55135,21846,4796,26642,31438,5435,2017,7451,9468,13167,4186,17353,21539,73710,11383,85093,96475,7.2,1.60,8.8,10.4,7.5,2.75,10.3,13.0,5.8,1.85,7.7,9.5,5.7,0.90,6.6,7.5,302940,72658,226166,1290348,2004
New Jersey,1781,57338,59119,187359,33031,220389,253420,47771,15106,62877,77983,118936,29412,148348,177760,653722,63516,717238,780754,8.7,1.50,10.2,11.7,8.3,2.60,10.9,13.5,7.6,1.90,9.5,11.4,7.6,0.75,8.4,9.1,2158960,577693,1558801,8567558,2004
New Mexico,1601,37838,39439,106968,9663,116631,126293,32876,4431,37307,41738,67028,8485,75513,83998,296900,19188,316088,335276,21.8,2.00,23.8,25.8,24.5,3.35,27.8,31.2,19.1,2.40,21.5,23.9,15.6,1.05,16.7,17.7,489870,133961,351750,1897265,2004
New York,1211,45343,46553,877120,63854,940974,1004828,249561,29276,278837,308113,581150,56963,638113,695076,2609880,131645,2741524,2873169,19.4,1.40,20.8,22.2,20.2,2.40,22.6,25.0,17.9,1.75,19.6,21.4,13.8,0.70,14.5,15.2,4529532,1233592,3248328,18906581,2004
North Carolina,1338,40863,42200,364990,33962,398952,432914,113579,15489,129068,144556,222618,29792,252410,282202,1104005,69964,1173969,1243933,17.1,1.60,18.7,20.3,18.9,2.60,21.5,24.1,14.9,2.00,16.9,18.9,13.0,0.85,13.8,14.7,2130492,600649,1490552,8482242,2004
North Dakota,1466,39233,40699,16117,2397,18514,20910,5413,1176,6589,7764,8639,2073,10712,12785,61583,6042,67625,73667,11.8,1.75,13.5,15.3,14.8,3.20,18.0,21.2,8.9,2.10,11.0,13.1,9.9,0.95,10.8,11.8,136655,36687,97481,623501,2004
Ohio,1243,43371,44614,422900,41055,463954,505009,137288,20529,157817,178345,253096,35233,288329,323562,1229892,83790,1313682,1397472,15.3,1.50,16.8,18.3,18.8,2.85,21.7,24.5,12.7,1.80,14.5,16.3,10.9,0.75,11.7,12.4,2756277,728580,1987812,11249853,2004
Oklahoma,1602,37109,38711,154469,17026,171495,188521,50946,8863,59808,68671,88903,14569,103472,118041,447904,36716,484620,521335,18.2,2.00,20.2,22.2,21.1,3.70,24.8,28.5,14.9,2.45,17.4,19.8,13.0,1.05,14.0,15.1,848072,241073,596105,3456061,2004
Oregon,1446,42568,44014,130225,16251,146476,162726,41254,6830,48084,54914,74114,14684,88798,103482,428808,33404,462212,495616,15.4,1.95,17.3,19.3,18.5,3.05,21.5,24.6,12.2,2.45,14.6,17.1,12.0,0.90,12.9,13.8,844666,223334,606134,3583504,2004
Pennsylvania,1292,43714,45006,405686,40465,446151,486616,115305,18188,133492,151680,254175,35391,289566,324957,1278706,83018,1361724,1444741,14.5,1.45,16.0,17.4,16.2,2.55,18.7,21.3,12.5,1.75,14.2,16.0,10.5,0.70,11.2,11.9,2796998,712808,2034719,12150103,2004
Rhode Island,1485,47037,48522,38439,4325,42764,47089,10454,1935,12388,14323,25073,3870,28943,32813,113606,8914,122520,131433,15.7,1.75,17.4,19.2,16.4,3.00,19.4,22.4,14.1,2.15,16.3,18.4,10.8,0.85,11.6,12.5,245097,63910,178057,1055640,2004
South Carolina,1500,39454,40954,199735,17774,217509,235282,58498,8309,66806,75115,127507,15742,143249,158991,584103,37980,622083,660063,19.5,1.75,21.2,23.0,21.0,3.00,24.0,27.0,17.3,2.15,19.5,21.6,14.0,0.95,15.0,15.9,1023738,278375,736037,4158089,2004
