,STATE_NAME,PR_ALL,PR_YOUTH,MED_HH_INCOME,COUNTY_FULL,LAT,LNG
0,Alabama,10.7,16.1,66444.0,Autauga County,32.5349,-86.6427
1,Alabama,10.8,16.4,65658.0,Baldwin County,30.7276,-87.7226
2,Alabama,23.0,35.1,38649.0,Barbour County,31.8696,-85.3932
3,Alabama,20.6,29.0,48454.0,Bibb County,32.9986,-87.1265
4,Alabama,12.0,16.7,56894.0,Blount County,33.9809,-86.5674
5,Alabama,32.1,41.7,32027.0,Bullock County,32.1005,-85.7157
6,Alabama,22.7,34.2,39442.0,Butler County,31.7524,-86.6803
7,Alabama,19.2,25.2,48166.0,Calhoun County,33.7714,-85.826
8,Alabama,19.7,32.2,45447.0,Chambers County,32.9143,-85.392
9,Alabama,18.2,26.6,46365.0,Cherokee County,34.1759,-85.6038
10,Alabama,15.5,22.4,55142.0,Chilton County,32.8479,-86.7188
11,Alabama,23.3,32.4,40601.0,Choctaw County,32.0198,-88.2632
12,Alabama,19.4,29.2,45447.0,Clarke County,31.6767,-87.8308
13,Alabama,18.4,27.6,47036.0,Clay County,33.269,-85.8605
14,Alabama,15.0,22.1,49769.0,Cleburne County,33.6745,-85.5188
15,Alabama,15.9,24.2,55052.0,Coffee County,31.4027,-85.9882
16,Alabama,16.5,23.6,53341.0,Colbert County,34.7005,-87.8049
17,Alabama,22.4,33.9,35621.0,Conecuh County,31.4292,-86.9937
18,Alabama,17.1,29.9,45954.0,Coosa County,32.9362,-86.2477
19,Alabama,19.8,28.3,44188.0,Covington County,31.2485,-86.4513
20,Alabama,17.5,28.9,38037.0,Crenshaw County,31.7315,-86.3136
21,Alabama,13.5,17.5,55036.0,Cullman County,34.1319,-86.8676
22,Alabama,15.7,22.7,50086.0,Dale County,31.4318,-85.611
23,Alabama,29.5,45.4,33159.0,Dallas County,32.326,-87.1065
24,Alabama,19.4,29.3,45062.0,DeKalb County,34.4598,-85.8041
25,Alabama,12.0,17.3,63147.0,Elmore County,32.5966,-86.1492
26,Alabama,23.8,29.9,40506.0,Escambia County,31.1261,-87.1616
27,Alabama,17.4,25.0,46308.0,Etowah County,34.0453,-86.0348
28,Alabama,19.6,26.5,46122.0,Fayette County,33.7212,-87.7388
29,Alabama,18.9,25.1,45440.0,Franklin County,34.4417,-87.8437
30,Alabama,21.1,29.1,43206.0,Geneva County,31.095,-85.8391
31,Alabama,33.2,51.8,30225.0,Greene County,32.8531,-87.9522
32,Alabama,22.1,32.6,41995.0,Hale County,32.7627,-87.6291
33,Alabama,15.6,24.6,56389.0,Henry County,31.5147,-85.2414
34,Alabama,19.1,27.1,48701.0,Houston County,31.1532,-85.3025
35,Alabama,18.9,27.0,46998.0,Jackson County,34.7795,-85.9994
36,Alabama,16.9,23.6,55210.0,Jefferson County,33.5543,-86.8964
37,Alabama,17.0,24.7,44265.0,Lamar County,33.7791,-88.097
38,Alabama,16.2,22.8,52222.0,Lauderdale County,34.9014,-87.654
39,Alabama,13.9,23.0,55555.0,Lawrence County,34.5217,-87.311
40,Alabama,18.0,18.4,54188.0,Lee County,32.6011,-85.3555
41,Alabama,9.9,11.8,69207.0,Limestone County,34.8101,-86.9814
42,Alabama,28.3,43.0,36993.0,Lowndes County,32.1547,-86.6501
43,Alabama,27.5,42.9,35354.0,Macon County,32.3859,-85.6926
44,Alabama,10.2,13.9,78386.0,Madison County,34.7631,-86.5502
45,Alabama,24.6,34.2,42048.0,Marengo County,32.2477,-87.7895
46,Alabama,18.3,24.5,44636.0,Marion County,34.1366,-87.8871
47,Alabama,15.6,22.3,50858.0,Marshall County,34.367,-86.3066
48,Alabama,18.2,24.8,49848.0,Mobile County,30.7872,-88.2058
49,Alabama,22.3,33.2,40997.0,Monroe County,31.5709,-87.3654
50,Alabama,21.7,33.5,50645.0,Montgomery County,32.2203,-86.2076
51,Alabama,13.5,17.0,56340.0,Morgan County,34.4535,-86.8529
52,Alabama,33.7,50.3,31522.0,Perry County,32.6385,-87.2944
53,Alabama,21.1,30.1,43926.0,Pickens County,33.2808,-88.0887
54,Alabama,23.9,30.0,38945.0,Pike County,31.8027,-85.9409
55,Alabama,21.5,30.1,45889.0,Randolph County,33.2938,-85.4591
56,Alabama,21.7,31.0,44849.0,Russell County,32.2884,-85.1849
57,Alabama,12.8,16.8,63015.0,St. Clair County,33.7157,-86.3146
58,Alabama,7.7,9.1,85457.0,Shelby County,33.2643,-86.6607
59,Alabama,35.1,48.1,29490.0,Sumter County,32.5911,-88.1988
60,Alabama,19.1,27.1,47331.0,Talladega County,33.3801,-86.1659
61,Alabama,18.3,27.9,47444.0,Tallapoosa County,32.8624,-85.7975
62,Alabama,14.7,18.3,56274.0,Tuscaloosa County,33.2896,-87.5251
63,Alabama,20.2,27.7,46343.0,Walker County,33.8033,-87.2973
64,Alabama,20.6,30.6,49795.0,Washington County,31.4076,-88.2079
65,Alabama,32.4,49.4,30071.0,Wilcox County,31.9893,-87.3082
66,Alabama,19.0,26.9,47176.0,Winston County,34.1492,-87.3737
67,Alaska,18.4,15.7,71492.0,Aleutians East Borough,55.3665,-161.9813
68,Alaska,10.4,7.0,86050.0,Aleutians West Census Area,52.798,-106.6061
69,Alaska,9.5,11.3,86152.0,,,
70,Alaska,24.6,26.8,54849.0,Bethel Census Area,60.9132,-159.8186
71,Alaska,11.3,20.0,88516.0,Bristol Bay Borough,58.7439,-156.7
72,Alaska,7.7,9.5,88029.0,Chugach Census Area,60.7228,-145.7754
73,Alaska,14.3,18.5,61288.0,Copper River Census Area,61.8834,-143.968
74,Alaska,7.5,7.6,85251.0,Denali Borough,63.6714,-150.0118
75,Alaska,21.8,31.0,58389.0,Dillingham Census Area,59.7991,-158.2351
76,Alaska,7.9,9.4,76754.0,Fairbanks North Star Borough,64.8078,-146.5654
77,Alaska,10.8,17.4,63155.0,Haines Borough,59.1199,-135.5
78,Alaska,17.0,26.2,56555.0,Hoonah-Angoon Census Area,58.2884,-135.643
79,Alaska,7.6,8.9,89922.0,,,
80,Alaska,11.5,13.8,71111.0,Kenai Peninsula Borough,60.2654,-151.5652
81,Alaska,11.3,13.4,73260.0,Ketchikan Gateway Borough,55.5852,-130.9288
82,Alaska,8.5,8.9,80863.0,Kodiak Island Borough,57.6807,-153.7972
83,Alaska,30.4,40.6,38203.0,Kusilvak Census Area,62.155,-163.3826
84,Alaska,20.6,28.0,51205.0,Lake and Peninsula Borough,58.6547,-156.1892
85,Alaska,10.5,11.6,80164.0,Matanuska-Susitna Borough,62.3155,-149.5728
86,Alaska,19.8,23.6,65578.0,Nome Census Area,64.9111,-164.0272
87,Alaska,12.4,15.5,95041.0,North Slope Borough,69.3122,-153.481
88,Alaska,20.9,28.4,67586.0,Northwest Arctic Borough,67.053,-159.721
89,Alaska,8.0,10.5,71878.0,Petersburg Borough,57.1195,-132.9345
90,Alaska,15.0,22.9,56226.0,Prince of Wales-Hyder Census Area,55.7997,-133.0192
91,Alaska,8.6,10.7,78248.0,,,
92,Alaska,6.1,9.3,65712.0,Skagway Municipality,59.563,-135.3363
93,Alaska,12.9,15.6,68347.0,Southeast Fairbanks Census Area,63.8762,-143.213
94,Alaska,11.3,16.9,64732.0,Wrangell City and Borough,56.3317,-132.0223
95,Alaska,12.2,19.0,73014.0,,,
96,Alaska,23.7,32.1,44934.0,Yukon-Koyukuk Census Area,65.5087,-151.3896
97,Arizona,28.4,34.7,41002.0,Apache County,35.3955,-109.4888
98,Arizona,17.1,26.0,55748.0,Cochise County,31.8796,-109.7512
99,Arizona,16.9,19.4,63829.0,Coconino County,35.8387,-111.7705
100,Arizona,16.8,27.3,52665.0,Gila County,33.7997,-110.8116
101,Arizona,20.4,23.3,52644.0,Graham County,32.9326,-109.8875
102,Arizona,9.5,11.2,71669.0,Greenlee County,33.2152,-109.2402
103,Arizona,20.3,31.2,44330.0,La Paz County,33.7294,-113.9815
104,Arizona,11.3,15.4,76230.0,Maricopa County,33.349,-112.4915
105,Arizona,18.0,30.4,48169.0,Mohave County,35.7041,-113.7579
106,Arizona,24.8,33.8,49057.0,Navajo County,35.3996,-110.3214
107,Arizona,14.7,20.4,60604.0,Pima County,32.0974,-111.7899
108,Arizona,10.7,14.3,70835.0,Pinal County,32.9044,-111.3448
109,Arizona,20.4,30.8,49216.0,Santa Cruz County,31.526,-110.8465
110,Arizona,12.5,19.2,57676.0,Yavapai County,34.5998,-112.5538
111,Arizona,17.3,25.0,55991.0,Yuma County,32.7695,-113.9056
112,Arkansas,17.7,25.1,50928.0,Arkansas County,34.2892,-91.3742
113,Arkansas,21.3,31.2,44030.0,Ashley County,33.1912,-91.7685
114,Arkansas,13.4,18.7,45116.0,Baxter County,36.2872,-92.3369
115,Arkansas,7.9,10.9,78974.0,Benton County,36.3387,-94.2561
116,Arkansas,13.0,19.7,48700.0,Boone County,36.3086,-93.0915
117,Arkansas,19.6,26.8,40454.0,Bradley County,33.4664,-92.1624
118,Arkansas,14.6,19.3,49977.0,Calhoun County,33.5581,-92.503
119,Arkansas,16.8,24.7,49225.0,Carroll County,36.341,-93.5382
120,Arkansas,27.9,37.0,34857.0,Chicot County,33.267,-91.2937
121,Arkansas,20.0,24.7,47158.0,Clark County,34.051,-93.1764
122,Arkansas,17.9,26.0,41419.0,Clay County,36.3682,-90.4176
123,Arkansas,16.7,26.2,50200.0,Cleburne County,35.5382,-92.0267
124,Arkansas,14.1,20.7,53705.0,Cleveland County,33.8984,-92.1851
125,Arkansas,23.2,34.1,44651.0,Columbia County,33.2143,-93.2273
126,Arkansas,16.9,25.7,47741.0,Conway County,35.2624,-92.7014
127,Arkansas,18.2,24.2,52490.0,Craighead County,35.8308,-90.6328
128,Arkansas,14.7,20.9,54065.0,Crawford County,35.588,-94.2429
129,Arkansas,23.0,32.1,43821.0,Crittenden County,35.2057,-90.3078
130,Arkansas,16.7,25.0,45262.0,Cross County,35.2957,-90.7712
131,Arkansas,20.2,32.6,42442.0,Dallas County,33.9699,-92.6544
132,Arkansas,27.6,37.5,39042.0,Desha County,33.8309,-91.2551
133,Arkansas,16.5,25.2,46572.0,Drew County,33.5894,-91.72
134,Arkansas,13.6,14.3,57573.0,Faulkner County,35.147,-92.332
135,Arkansas,17.2,24.9,47834.0,Franklin County,35.5124,-93.8906
136,Arkansas,18.0,29.2,41557.0,Fulton County,36.3816,-91.8182
137,Arkansas,14.5,21.2,48053.0,Garland County,34.5768,-93.1504
138,Arkansas,11.2,15.9,67088.0,Grant County,34.29,-92.4237
139,Arkansas,12.9,18.6,53920.0,Greene County,36.1175,-90.5589
140,Arkansas,21.2,27.8,41281.0,Hempstead County,33.7354,-93.6684
141,Arkansas,17.8,27.0,51662.0,Hot Spring County,34.3177,-92.9461
142,Arkansas,17.9,26.5,42733.0,Howard County,34.0889,-93.9936
143,Arkansas,18.9,22.3,48957.0,Independence County,35.7416,-91.5697
144,Arkansas,18.4,27.2,40788.0,Izard County,36.0949,-91.9134
145,Arkansas,22.5,29.5,37815.0,Jackson County,35.5992,-91.2145
146,Arkansas,20.3,28.8,46100.0,Jefferson County,34.2683,-91.9304
147,Arkansas,18.1,23.3,43003.0,Johnson County,35.5697,-93.4601
148,Arkansas,23.7,32.6,38777.0,Lafayette County,33.2416,-93.607
149,Arkansas,20.4,30.3,44661.0,Lawrence County,36.0412,-91.107
150,Arkansas,34.9,45.4,29714.0,Lee County,34.7805,-90.7808
151,Arkansas,22.6,25.1,45435.0,Lincoln County,33.957,-91.7344
152,Arkansas,15.7,25.0,46619.0,Little River County,33.7009,-94.2352
153,Arkansas,15.4,21.5,45558.0,Logan County,35.2149,-93.7166
154,Arkansas,11.0,14.6,64633.0,Lonoke County,34.7542,-91.8888
155,Arkansas,15.4,22.7,49691.0,Madison County,36.011,-93.7246
156,Arkansas,17.8,30.7,42892.0,Marion County,36.2684,-92.6842
157,Arkansas,20.4,30.2,45450.0,Miller County,33.3124,-93.8921
158,Arkansas,23.9,31.2,41007.0,Mississippi County,35.7624,-90.0522
159,Arkansas,25.3,36.5,37113.0,Monroe County,34.6778,-91.2039
160,Arkansas,19.9,29.6,41359.0,Montgomery County,34.539,-93.6594
161,Arkansas,21.2,32.2,40283.0,Nevada County,33.664,-93.3072
162,Arkansas,19.1,30.0,41823.0,Newton County,35.92,-93.2179
163,Arkansas,20.2,29.4,47169.0,Ouachita County,33.5934,-92.8819
164,Arkansas,15.2,23.9,51204.0,Perry County,34.9475,-92.9312
165,Arkansas,35.7,45.9,32419.0,Phillips County,34.4274,-90.8489
166,Arkansas,18.6,25.2,43710.0,Pike County,34.1637,-93.6565
167,Arkansas,22.2,30.3,42639.0,Poinsett County,35.574,-90.663
168,Arkansas,19.3,28.8,43166.0,Polk County,34.4858,-94.2282
169,Arkansas,18.0,23.1,47049.0,Pope County,35.4477,-93.0345
170,Arkansas,15.7,23.5,59367.0,Prairie County,34.8298,-91.5528
171,Arkansas,17.6,24.9,53597.0,Pulaski County,34.77,-92.312
172,Arkansas,17.0,24.4,43484.0,Randolph County,36.3415,-91.0276
173,Arkansas,32.2,42.2,36781.0,St. Francis County,35.022,-90.7478
174,Arkansas,8.5,12.1,68107.0,Saline County,34.6466,-92.6766
175,Arkansas,17.3,29.5,39974.0,Scott County,34.8607,-94.0632
176,Arkansas,20.9,32.0,35422.0,Searcy County,35.9109,-92.6995
177,Arkansas,19.5,23.4,49170.0,Sebastian County,35.1988,-94.2743
178,Arkansas,18.3,26.0,46651.0,Sevier County,33.9972,-94.2412
179,Arkansas,18.3,28.4,39183.0,Sharp County,36.1612,-91.4798
180,Arkansas,20.8,34.7,37782.0,Stone County,35.8599,-92.1568
181,Arkansas,17.8,23.9,47315.0,Union County,33.1713,-92.5972
182,Arkansas,17.1,27.1,39629.0,Van Buren County,35.5806,-92.5158
183,Arkansas,12.4,15.2,64218.0,Washington County,35.9791,-94.2156
184,Arkansas,16.3,20.6,51660.0,White County,35.2563,-91.7456
185,Arkansas,25.2,33.7,37331.0,Woodruff County,35.1863,-91.2431
186,Arkansas,15.1,21.5,48526.0,Yell County,35.0025,-93.411
187,California,9.4,9.9,108971.0,Alameda County,37.6469,-121.8888
188,California,15.8,27.2,87570.0,Alpine County,38.5972,-119.8207
189,California,11.1,13.5,68159.0,Amador County,38.4464,-120.6511
190,California,16.6,18.3,62982.0,Butte County,39.6669,-121.6007
191,California,13.5,18.3,68298.0,Calaveras County,38.2046,-120.5541
192,California,11.4,15.6,60725.0,Colusa County,39.1775,-122.237
193,California,8.8,11.3,110595.0,Contra Costa County,37.9192,-121.9277
194,California,21.4,27.2,48108.0,Del Norte County,41.7431,-123.8972
195,California,8.8,10.5,87689.0,El Dorado County,38.7787,-120.5247
196,California,19.4,26.8,63140.0,Fresno County,36.7582,-119.6493
197,California,15.5,21.4,56741.0,Glenn County,39.5981,-122.3919
198,California,19.4,23.8,53924.0,Humboldt County,40.6993,-123.8756
199,California,17.3,21.6,50970.0,Imperial County,33.0395,-115.3653
200,California,12.8,16.9,62381.0,Inyo County,36.5111,-117.4107
201,California,18.5,25.3,57926.0,Kern County,35.3426,-118.7301
202,California,17.7,22.6,60810.0,Kings County,36.0752,-119.8155
203,California,16.5,25.0,55801.0,Lake County,39.0996,-122.7532
204,California,18.8,20.2,56923.0,Lassen County,40.6736,-120.5943
205,California,14.1,18.4,77356.0,Los Angeles County,34.3209,-118.2247
206,California,20.4,27.7,60241.0,Madera County,37.218,-119.7627
207,California,7.8,7.9,118472.0,Marin County,38.0735,-122.7235
208,California,14.1,22.0,60377.0,Mariposa County,37.5815,-119.9054
209,California,16.1,22.3,57516.0,Mendocino County,39.4402,-123.3915
210,California,21.9,28.8,54703.0,Merced County,37.1919,-120.7177
211,California,19.9,29.8,49273.0,Modoc County,41.5898,-120.725
212,California,9.8,12.1,70945.0,Mono County,37.9391,-118.8868
213,California,12.1,15.5,81404.0,Monterey County,36.2171,-121.2388
214,California,9.0,10.1,94127.0,Napa County,38.5065,-122.3305
215,California,11.8,14.7,77220.0,Nevada County,39.3013,-120.7689
216,California,9.9,11.0,100210.0,Orange County,33.7031,-117.7609
217,California,6.6,7.2,103588.0,Placer County,39.0634,-120.7177
218,California,13.0,21.8,58154.0,Plumas County,40.0046,-120.8385
219,California,11.6,16.0,78690.0,Riverside County,33.7436,-115.9938
220,California,13.0,16.9,79611.0,Sacramento County,38.4493,-121.3443
221,California,8.9,11.1,95187.0,San Benito County,36.6057,-121.075
222,California,13.2,17.1,74218.0,San Bernardino County,34.8414,-116.1784
223,California,10.7,12.3,90756.0,San Diego County,33.0343,-116.735
224,California,11.4,11.7,119776.0,San Francisco County,37.7558,-122.4449
225,California,12.3,15.7,79598.0,San Joaquin County,37.9348,-121.2714
226,California,13.1,13.8,79688.0,San Luis Obispo County,35.3871,-120.4044
227,California,6.8,6.5,131151.0,San Mateo County,37.4229,-122.329
228,California,15.2,16.8,83185.0,Santa Barbara County,34.6729,-120.0169
229,California,6.9,7.4,141161.0,Santa Clara County,37.2318,-121.6951
230,California,10.6,12.3,90370.0,Santa Cruz County,37.0562,-122.0018
231,California,14.0,18.0,60187.0,Shasta County,40.7637,-122.0405
232,California,12.3,16.2,60659.0,Sierra County,39.5803,-120.5161
233,California,16.8,23.3,50069.0,Siskiyou County,41.5927,-122.5404
234,California,10.0,12.6,87348.0,Solano County,38.27,-121.9329
235,California,9.1,10.4,92999.0,Sonoma County,38.5289,-122.8881
236,California,14.1,19.4,73151.0,Stanislaus County,37.5591,-120.9977
237,California,15.5,22.3,63246.0,Sutter County,39.0346,-121.6948
238,California,15.6,20.6,53654.0,Tehama County,40.1256,-122.2341
239,California,19.1,29.2,45508.0,Trinity County,40.6507,-123.1126
240,California,18.7,24.4,57398.0,Tulare County,36.2202,-118.8005
241,California,13.2,17.3,61396.0,Tuolumne County,38.0276,-119.9548
242,California,8.9,12.1,95819.0,Ventura County,34.4561,-119.0836
243,California,14.8,11.6,76247.0,Yolo County,38.6866,-121.9016
244,California,15.6,21.9,60764.0,Yuba County,39.269,-121.3513
245,Colorado,10.0,12.9,80831.0,Adams County,39.8736,-104.3379
246,Colorado,18.3,23.4,51009.0,Alamosa County,37.5729,-105.7883
247,Colorado,8.7,11.5,84308.0,Arapahoe County,39.6498,-104.3393
248,Colorado,11.4,20.3,68025.0,Archuleta County,37.1935,-107.0483
249,Colorado,20.3,27.0,44257.0,Baca County,37.3192,-102.5605
250,Colorado,30.0,28.8,37185.0,Bent County,37.9551,-103.0717
251,Colorado,10.7,8.6,90327.0,Boulder County,40.0925,-105.3577
252,Colorado,4.9,5.3,106413.0,Broomfield County,39.9541,-105.0527
253,Colorado,10.4,12.8,65987.0,Chaffee County,38.747,-106.1941
254,Colorado,12.9,20.2,58544.0,Cheyenne County,38.8279,-102.6036
255,Colorado,7.6,12.2,78312.0,Clear Creek County,39.6891,-105.6444
256,Colorado,16.7,22.7,45931.0,Conejos County,37.2007,-106.1916
257,Colorado,23.1,36.0,35416.0,Costilla County,37.2781,-105.4282
258,Colorado,37.8,31.0,38049.0,Crowley County,38.3266,-103.7845
259,Colorado,10.5,22.4,63505.0,Custer County,38.1087,-105.3675
260,Colorado,13.9,21.1,52403.0,Delta County,38.8614,-107.8629
261,Colorado,11.7,15.8,81262.0,Denver County,39.762,-104.8758
262,Colorado,13.9,19.3,55157.0,Dolores County,37.7517,-108.5174
263,Colorado,2.9,2.8,129839.0,Douglas County,39.3297,-104.9296
264,Colorado,7.1,7.5,94928.0,Eagle County,39.6279,-106.6954
265,Colorado,5.4,7.1,114853.0,Elbert County,39.2866,-104.1359
266,Colorado,9.6,11.5,79094.0,El Paso County,38.8321,-104.5254
267,Colorado,15.9,19.4,51732.0,Fremont County,38.4731,-105.4395
268,Colorado,9.2,12.5,78940.0,Garfield County,39.5993,-107.904
269,Colorado,6.9,10.3,82370.0,Gilpin County,39.8575,-105.5226
270,Colorado,7.2,10.1,78779.0,Grand County,40.1026,-106.1183
271,Colorado,12.3,12.1,63872.0,Gunnison County,38.6668,-107.0316
272,Colorado,7.6,17.2,66213.0,Hinsdale County,37.8213,-107.3003
273,Colorado,18.6,31.9,46798.0,Huerfano County,37.6847,-104.9606
274,Colorado,14.8,26.0,55535.0,Jackson County,40.6664,-106.3428
275,Colorado,7.3,8.0,94401.0,Jefferson County,39.5864,-105.2505
276,Colorado,12.5,19.5,61430.0,Kiowa County,38.4326,-102.7402
277,Colorado,12.1,17.8,56272.0,Kit Carson County,39.3055,-102.603
278,Colorado,11.3,15.9,64416.0,Lake County,39.2025,-106.3448
279,Colorado,10.1,12.1,74774.0,La Plata County,37.2866,-107.8433
280,Colorado,11.2,10.6,78681.0,Larimer County,40.6664,-105.4612
281,Colorado,21.0,29.0,42708.0,Las Animas County,37.3158,-104.0387
282,Colorado,14.9,20.2,51975.0,Lincoln County,38.9881,-103.514
283,Colorado,16.4,18.1,53234.0,Logan County,40.7247,-103.1101
284,Colorado,10.6,14.4,63531.0,Mesa County,39.0183,-108.4664
285,Colorado,9.6,16.2,62213.0,Mineral County,37.6689,-106.9241
286,Colorado,10.8,14.4,64133.0,Moffat County,40.6184,-108.2074
287,Colorado,15.2,23.5,53337.0,Montezuma County,37.3386,-108.5966
288,Colorado,12.5,18.7,56686.0,Montrose County,38.4022,-108.2693
289,Colorado,12.4,16.3,61849.0,Morgan County,40.2626,-103.8097
290,Colorado,19.7,28.7,45658.0,Otero County,37.9026,-103.7165
291,Colorado,6.4,8.5,80686.0,Ouray County,38.1555,-107.7693
292,Colorado,7.3,11.4,84361.0,Park County,39.1194,-105.7172
293,Colorado,11.9,16.4,56577.0,Phillips County,40.594,-102.3576
294,Colorado,6.7,6.2,96316.0,Pitkin County,39.2171,-106.9166
295,Colorado,19.2,25.2,48337.0,Prowers County,37.9552,-102.3934
296,Colorado,16.2,19.4,56311.0,Pueblo County,38.1735,-104.5127
297,Colorado,10.2,12.8,65334.0,Rio Blanco County,39.9798,-108.2171
298,Colorado,14.4,21.0,52353.0,Rio Grande County,37.5825,-106.3832
299,Colorado,6.0,6.6,93776.0,Routt County,40.4851,-106.9913
300,Colorado,21.6,34.7,43366.0,Saguache County,38.0805,-106.2815
301,Colorado,13.8,26.1,54146.0,San Juan County,37.764,-107.6762
302,Colorado,9.0,9.5,79742.0,San Miguel County,38.0038,-108.4057
303,Colorado,14.2,21.3,45645.0,Sedgwick County,40.8759,-102.3518
304,Colorado,6.7,7.4,90297.0,Summit County,39.6342,-106.1164
305,Colorado,7.9,13.6,76715.0,Teller County,38.8824,-105.1617
306,Colorado,11.6,16.9,57522.0,Washington County,39.971,-103.2012
307,Colorado,9.8,11.3,84826.0,Weld County,40.5548,-104.3925
308,Colorado,13.5,18.2,56161.0,Yuma County,40.0029,-102.4243
309,Connecticut,9.1,11.3,100703.0,Fairfield County,41.271,-73.3893
310,Connecticut,10.6,13.8,79958.0,Hartford County,41.8064,-72.7329
311,Connecticut,8.6,10.1,84689.0,Litchfield County,41.7925,-73.2453
312,Connecticut,6.6,7.9,94735.0,Middlesex County,41.4632,-72.5351
313,Connecticut,12.0,15.5,75094.0,New Haven County,41.4106,-72.9321
314,Connecticut,8.9,12.2,78552.0,New London County,41.4867,-72.1014
315,Connecticut,11.1,9.4,86430.0,Tolland County,41.855,-72.3365
316,Connecticut,11.6,16.7,71581.0,Windham County,41.83,-71.9874
317,Delaware,12.2,17.5,64670.0,Kent County,39.086,-75.5686
318,Delaware,11.4,14.8,74088.0,New Castle County,39.5768,-75.6527
319,Delaware,11.5,18.9,70500.0,Sussex County,38.6606,-75.39
320,District of Columbia,16.8,25.5,91072.0,District of Columbia,38.9047,-77.0163
321,Florida,19.1,16.2,56006.0,Alachua County,29.6747,-82.3577
322,Florida,16.1,22.3,60994.0,Baker County,30.3311,-82.2846
323,Florida,13.9,23.8,60106.0,Bay County,30.2652,-85.6203
324,Florida,19.1,24.8,54911.0,Bradford County,29.95,-82.1687
325,Florida,11.3,17.3,65280.0,Brevard County,28.2937,-80.7323
326,Florida,12.8,16.5,65536.0,Broward County,26.1523,-80.4871
327,Florida,20.6,28.8,43210.0,Calhoun County,30.4061,-85.1971
328,Florida,10.9,19.2,59547.0,Charlotte County,26.9055,-81.9123
329,Florida,15.5,24.9,48237.0,Citrus County,28.8489,-82.4794
330,Florida,8.0,12.1,76711.0,Clay County,29.9831,-81.8579
331,Florida,10.4,17.3,75799.0,Collier County,26.1108,-81.3475
332,Florida,16.5,22.7,52035.0,Columbia County,30.2242,-82.6215
333,Florida,25.5,36.7,43256.0,DeSoto County,27.1863,-81.8094
334,Florida,23.4,32.7,39029.0,Dixie County,29.6082,-83.1588
335,Florida,14.9,20.9,60121.0,Duval County,30.3316,-81.6708
336,Florida,18.5,28.1,54492.0,Escambia County,30.669,-87.363
337,Florida,10.3,19.2,65783.0,Flagler County,29.4614,-81.3136
338,Florida,21.0,35.0,44684.0,Franklin County,29.8765,-84.814
339,Florida,25.8,42.4,45678.0,Gadsden County,30.5795,-84.6136
340,Florida,15.3,22.5,52168.0,Gilchrist County,29.7258,-82.8004
341,Florida,19.2,24.7,46389.0,Glades County,26.9564,-81.189
342,Florida,15.7,25.2,51684.0,Gulf County,29.9556,-85.2266
343,Florida,25.7,35.7,39522.0,Hamilton County,30.4964,-82.9479
344,Florida,21.9,26.2,45964.0,Hardee County,27.4927,-81.81
345,Florida,21.7,28.3,48841.0,Hendry County,26.5535,-81.1659
346,Florida,12.0,18.0,56443.0,Hernando County,28.5535,-82.4245
347,Florida,15.1,22.8,47820.0,Highlands County,27.3433,-81.341
348,Florida,14.3,19.5,65818.0,Hillsborough County,27.9291,-82.3091
349,Florida,20.0,30.3,44139.0,Holmes County,30.8679,-85.814
350,Florida,11.7,19.3,61351.0,Indian River County,27.6943,-80.6062
351,Florida,20.6,26.9,42721.0,Jackson County,30.7954,-85.2155
352,Florida,16.4,25.4,56130.0,Jefferson County,30.4375,-83.8953
353,Florida,18.9,28.2,45732.0,Lafayette County,29.9855,-83.1811
354,Florida,10.0,15.9,64662.0,Lake County,28.7615,-81.7113
355,Florida,12.2,18.1,66426.0,Lee County,26.5779,-81.8337
356,Florida,16.2,16.1,57246.0,Leon County,30.458,-84.2779
357,Florida,18.8,32.8,45494.0,Levy County,29.3184,-82.7436
358,Florida,23.1,27.8,48271.0,Liberty County,30.2414,-84.8829
359,Florida,21.8,31.2,43444.0,Madison County,30.4441,-83.4701
360,Florida,9.9,15.8,67929.0,Manatee County,27.4719,-82.3153
361,Florida,13.6,20.7,54555.0,Marion County,29.2102,-82.0567
362,Florida,11.4,16.9,67059.0,Martin County,27.0775,-80.4315
363,Florida,15.2,18.1,58905.0,Miami-Dade County,25.615,-80.5623
364,Florida,11.0,17.4,68975.0,Monroe County,25.3187,-81.1087
365,Florida,9.9,14.3,78069.0,Nassau County,30.6107,-81.8017
366,Florida,9.7,14.6,69053.0,Okaloosa County,30.6913,-86.5917
367,Florida,20.9,30.4,47642.0,Okeechobee County,27.3864,-80.8886
368,Florida,14.9,20.4,64579.0,Orange County,28.5145,-81.3236
369,Florida,13.3,20.4,60495.0,Osceola County,28.0627,-81.1494
370,Florida,11.6,15.9,70024.0,Palm Beach County,26.6476,-80.4655
371,Florida,11.6,16.8,59555.0,Pasco County,28.3091,-82.3932
372,Florida,12.3,15.7,61851.0,Pinellas County,27.92,-82.7256
373,Florida,15.6,22.7,56344.0,Polk County,27.9489,-81.6976
374,Florida,26.3,41.1,38759.0,Putnam County,29.6087,-81.7443
375,Florida,6.3,6.6,94662.0,St. Johns County,29.9016,-81.4407
376,Florida,11.4,18.4,62378.0,St. Lucie County,27.3773,-80.472
377,Florida,8.9,12.0,80837.0,Santa Rosa County,30.7004,-87.0219
378,Florida,8.6,13.3,71630.0,Sarasota County,27.1845,-82.3315
