COUNTY_FULL,STATE_NAME,YEAR,UE_RATE
Hennepin County                 ,Minnesota,2015,3.4
Aitkin County                   ,Minnesota,2015,6.7
Grant County                    ,Minnesota,2015,4.8
Kanabec County                  ,Minnesota,2015,6.7
Lyon County                     ,Minnesota,2015,3.3
Fillmore County                 ,Minnesota,2015,4.2
Crow Wing County                ,Minnesota,2015,5.3
Dodge County                    ,Minnesota,2015,3.8
Lake of the Woods County        ,Minnesota,2015,4.6
Chisago County                  ,Minnesota,2015,4.3
Itasca County                   ,Minnesota,2015,6.6
Clearwater County               ,Minnesota,2015,9.3
Jackson County                  ,Minnesota,2015,4.1
Faribault County                ,Minnesota,2015,4.5
Dakota County                   ,Minnesota,2015,3.4
Chippewa County                 ,Minnesota,2015,4.5
Clay County                     ,Minnesota,2015,3.2
Le Sueur County                 ,Minnesota,2015,4.9
Hubbard County                  ,Minnesota,2015,6.3
Freeborn County                 ,Minnesota,2015,3.9
Lake County                     ,Minnesota,2015,4.9
Houston County                  ,Minnesota,2015,3.9
Goodhue County                  ,Minnesota,2015,3.6
Kandiyohi County                ,Minnesota,2015,3.8
Anoka County                    ,Minnesota,2015,3.7
Red Lake County                 ,Minnesota,2015,5.9
Norman County                   ,Minnesota,2015,5.1
Martin County                   ,Minnesota,2015,4.8
Swift County                    ,Minnesota,2015,4.9
Pennington County               ,Minnesota,2015,5.3
Otter Tail County               ,Minnesota,2015,4.6
Sherburne County                ,Minnesota,2015,4.6
Stearns County                  ,Minnesota,2015,4.2
Mahnomen County                 ,Minnesota,2015,5.8
Pine County                     ,Minnesota,2015,6.3
Rock County                     ,Minnesota,2015,2.6
Meeker County                   ,Minnesota,2015,4.7
Traverse County                 ,Minnesota,2015,4.7
Murray County                   ,Minnesota,2015,5.0
Morrison County                 ,Minnesota,2015,6.4
Steele County                   ,Minnesota,2015,3.9
Waseca County                   ,Minnesota,2015,4.9
Saint Louis County              ,Minnesota,2015,5.2
Rice County                     ,Minnesota,2015,4.2
Watonwan County                 ,Minnesota,2015,5.0
Yellow Medicine County          ,Minnesota,2015,4.2
Redwood County                  ,Minnesota,2015,4.5
Stevens County                  ,Minnesota,2015,3.3
Nobles County                   ,Minnesota,2015,3.5
Todd County                     ,Minnesota,2015,4.8
Pipestone County                ,Minnesota,2015,3.9
Winona County                   ,Minnesota,2015,3.8
Nicollet County                 ,Minnesota,2015,3.1
Wilkin County                   ,Minnesota,2015,3.5
Wadena County                   ,Minnesota,2015,6.3
McLeod County                   ,Minnesota,2015,4.7
Marshall County                 ,Minnesota,2015,6.9
Wright County                   ,Minnesota,2015,4.3
Mower County                    ,Minnesota,2015,3.9
Wabasha County                  ,Minnesota,2015,4.1
Polk County                     ,Minnesota,2015,4.7
Ramsey County                   ,Minnesota,2015,4.1
Roseau County                   ,Minnesota,2015,3.8
Pope County                     ,Minnesota,2015,3.7
Mille Lacs County               ,Minnesota,2015,6.9
Washington County               ,Minnesota,2015,3.7
Renville County                 ,Minnesota,2015,5.7
Scott County                    ,Minnesota,2015,3.7
Olmsted County,Minnesota,2015,3.5
Sibley County                   ,Minnesota,2015,4.7
Becker County                   ,Minnesota,2014,4.9
Carlton County                  ,Minnesota,2014,5.4
Lac qui Parle County            ,Minnesota,2014,4.9
Douglas County                  ,Minnesota,2014,3.8
Cook County                     ,Minnesota,2014,5.8
Isanti County                   ,Minnesota,2014,5.2
Big Stone County                ,Minnesota,2014,4.5
Kittson County                  ,Minnesota,2014,5.0
Cass County                     ,Minnesota,2014,7.3
Lincoln County                  ,Minnesota,2014,4.4
Cottonwood County               ,Minnesota,2014,5.4
Benton County                   ,Minnesota,2014,5.2
Koochiching County              ,Minnesota,2014,8.7
Blue Earth County               ,Minnesota,2014,3.5
Beltrami County                 ,Minnesota,2014,5.4
Carver County                   ,Minnesota,2014,3.7
Brown County                    ,Minnesota,2014,4.7
Hennepin County                 ,Minnesota,2014,3.9
Aitkin County                   ,Minnesota,2014,6.8
Grant County                    ,Minnesota,2014,5.1
Kanabec County                  ,Minnesota,2014,7.6
Lyon County                     ,Minnesota,2014,3.7
Fillmore County                 ,Minnesota,2014,4.5
Crow Wing County                ,Minnesota,2014,6.0
Dodge County                    ,Minnesota,2014,4.3
Lake of the Woods County        ,Minnesota,2014,4.9
Chisago County                  ,Minnesota,2014,4.8
Itasca County                   ,Minnesota,2014,6.8
Clearwater County               ,Minnesota,2014,10.7
Jackson County                  ,Minnesota,2014,4.3
Faribault County                ,Minnesota,2014,5.3
Dakota County                   ,Minnesota,2014,3.9
Chippewa County                 ,Minnesota,2014,4.6
Clay County                     ,Minnesota,2014,3.5
Le Sueur County                 ,Minnesota,2014,5.5
Hubbard County                  ,Minnesota,2014,6.5
Freeborn County                 ,Minnesota,2014,4.4
Lake County                     ,Minnesota,2014,4.7
Houston County                  ,Minnesota,2014,4.5
Goodhue County                  ,Minnesota,2014,4.0
Kandiyohi County                ,Minnesota,2014,4.3
Anoka County                    ,Minnesota,2014,4.2
Red Lake County                 ,Minnesota,2014,6.8
Norman County                   ,Minnesota,2014,5.8
Martin County                   ,Minnesota,2014,5.3
Swift County                    ,Minnesota,2014,5.9
Pennington County               ,Minnesota,2014,6.4
Otter Tail County               ,Minnesota,2014,5.3
Sherburne County                ,Minnesota,2014,5.4
Stearns County                  ,Minnesota,2014,5.0
Mahnomen County                 ,Minnesota,2014,5.9
Pine County                     ,Minnesota,2014,7.0
Rock County                     ,Minnesota,2014,3.2
Meeker County                   ,Minnesota,2014,5.6
Traverse County                 ,Minnesota,2014,5.1
Murray County                   ,Minnesota,2014,5.4
Morrison County                 ,Minnesota,2014,6.8
Steele County                   ,Minnesota,2014,4.6
Waseca County                   ,Minnesota,2014,5.6
Saint Louis County              ,Minnesota,2014,6.1
Rice County                     ,Minnesota,2014,5.0
Watonwan County                 ,Minnesota,2014,5.4
Yellow Medicine County          ,Minnesota,2014,5.0
Redwood County                  ,Minnesota,2014,5.6
Stevens County                  ,Minnesota,2014,3.8
Nobles County                   ,Minnesota,2014,4.1
Todd County                     ,Minnesota,2014,5.4
Pipestone County                ,Minnesota,2014,4.7
Winona County                   ,Minnesota,2014,4.4
Nicollet County                 ,Minnesota,2014,3.8
Wilkin County                   ,Minnesota,2014,4.2
Wadena County                   ,Minnesota,2014,7.1
McLeod County                   ,Minnesota,2014,5.7
Marshall County                 ,Minnesota,2014,7.8
Wright County                   ,Minnesota,2014,5.1
Mower County                    ,Minnesota,2014,4.5
Wabasha County                  ,Minnesota,2014,4.7
Polk County                     ,Minnesota,2014,5.5
Ramsey County                   ,Minnesota,2014,5.0
Roseau County                   ,Minnesota,2014,4.5
Pope County                     ,Minnesota,2014,4.3
Mille Lacs County               ,Minnesota,2014,7.6
Washington County               ,Minnesota,2014,4.5
Renville County                 ,Minnesota,2014,6.6
Scott County                    ,Minnesota,2014,4.5
Olmsted County,Minnesota,2014,4.1
Sibley County                   ,Minnesota,2014,5.6
Becker County                   ,Minnesota,2013,5.6
Carlton County                  ,Minnesota,2013,6.1
Lac qui Parle County            ,Minnesota,2013,5.7
Douglas County                  ,Minnesota,2013,4.5
Cook County                     ,Minnesota,2013,5.9
Isanti County                   ,Minnesota,2013,6.1
Big Stone County                ,Minnesota,2013,5.5
Kittson County                  ,Minnesota,2013,6.1
Cass County                     ,Minnesota,2013,8.3
Lincoln County                  ,Minnesota,2013,4.7
Cottonwood County               ,Minnesota,2013,5.9
Benton County                   ,Minnesota,2013,6.0
Koochiching County              ,Minnesota,2013,8.4
Blue Earth County               ,Minnesota,2013,4.2
Beltrami County                 ,Minnesota,2013,6.3
Carver County                   ,Minnesota,2013,4.4
Brown County                    ,Minnesota,2013,5.3
Hennepin County                 ,Minnesota,2013,4.7
Aitkin County                   ,Minnesota,2013,7.6
Grant County                    ,Minnesota,2013,5.8
Kanabec County                  ,Minnesota,2013,8.3
Lyon County                     ,Minnesota,2013,4.2
Fillmore County                 ,Minnesota,2013,5.1
Crow Wing County                ,Minnesota,2013,7.0
Dodge County                    ,Minnesota,2013,4.8
Lake of the Woods County        ,Minnesota,2013,5.8
Chisago County                  ,Minnesota,2013,5.7
Itasca County                   ,Minnesota,2013,7.8
Clearwater County               ,Minnesota,2013,10.8
Jackson County                  ,Minnesota,2013,4.2
Faribault County                ,Minnesota,2013,5.5
Dakota County                   ,Minnesota,2013,4.6
Chippewa County                 ,Minnesota,2013,5.2
Clay County                     ,Minnesota,2013,4.4
Le Sueur County                 ,Minnesota,2013,6.2
Hubbard County                  ,Minnesota,2013,7.3
Freeborn County                 ,Minnesota,2013,5.1
Lake County                     ,Minnesota,2013,6.3
Houston County                  ,Minnesota,2013,5.1
Goodhue County                  ,Minnesota,2013,4.8
Kandiyohi County                ,Minnesota,2013,4.8
Anoka County                    ,Minnesota,2013,5.1
Red Lake County                 ,Minnesota,2013,7.3
Norman County                   ,Minnesota,2013,6.0
Martin County                   ,Minnesota,2013,5.6
Swift County                    ,Minnesota,2013,6.2
Pennington County               ,Minnesota,2013,6.7
Otter Tail County               ,Minnesota,2013,5.6
Sherburne County                ,Minnesota,2013,6.2
Stearns County                  ,Minnesota,2013,5.4
Mahnomen County                 ,Minnesota,2013,7.0
Pine County                     ,Minnesota,2013,7.6
Rock County                     ,Minnesota,2013,3.7
Meeker County                   ,Minnesota,2013,6.6
Traverse County                 ,Minnesota,2013,5.1
Murray County                   ,Minnesota,2013,5.2
Morrison County                 ,Minnesota,2013,7.1
Steele County                   ,Minnesota,2013,5.5
Waseca County                   ,Minnesota,2013,5.8
Saint Louis County              ,Minnesota,2013,6.5
Rice County                     ,Minnesota,2013,5.9
Watonwan County                 ,Minnesota,2013,5.7
Yellow Medicine County          ,Minnesota,2013,5.1
Redwood County                  ,Minnesota,2013,5.6
Stevens County                  ,Minnesota,2013,4.3
Nobles County                   ,Minnesota,2013,4.4
Todd County                     ,Minnesota,2013,5.8
Pipestone County                ,Minnesota,2013,5.0
Winona County                   ,Minnesota,2013,4.9
Nicollet County                 ,Minnesota,2013,4.6
Wilkin County                   ,Minnesota,2013,4.8
Wadena County                   ,Minnesota,2013,7.9
McLeod County                   ,Minnesota,2013,6.8
Marshall County                 ,Minnesota,2013,7.7
Wright County                   ,Minnesota,2013,5.9
Mower County                    ,Minnesota,2013,5.0
Wabasha County                  ,Minnesota,2013,5.2
Polk County                     ,Minnesota,2013,6.3
Ramsey County                   ,Minnesota,2013,5.8
Roseau County                   ,Minnesota,2013,4.8
Pope County                     ,Minnesota,2013,4.7
Mille Lacs County               ,Minnesota,2013,8.4
Washington County               ,Minnesota,2013,5.2
Renville County                 ,Minnesota,2013,6.8
Scott County                    ,Minnesota,2013,5.0
Olmsted County,Minnesota,2013,4.5
Sibley County                   ,Minnesota,2013,6.0
Becker County                   ,Minnesota,2012,5.8
Carlton County                  ,Minnesota,2012,6.9
Lac qui Parle County            ,Minnesota,2012,5.1
Douglas County                  ,Minnesota,2012,5.1
Cook County                     ,Minnesota,2012,6.3
Isanti County                   ,Minnesota,2012,7.0
Big Stone County                ,Minnesota,2012,5.3
Kittson County                  ,Minnesota,2012,5.8
Cass County                     ,Minnesota,2012,8.9
Lincoln County                  ,Minnesota,2012,4.8
Cottonwood County               ,Minnesota,2012,6.5
Benton County                   ,Minnesota,2012,6.4
Koochiching County              ,Minnesota,2012,8.0
Blue Earth County               ,Minnesota,2012,4.8
Beltrami County                 ,Minnesota,2012,7.0
Carver County                   ,Minnesota,2012,4.9
Brown County                    ,Minnesota,2012,5.7
Hennepin County                 ,Minnesota,2012,5.3
Aitkin County                   ,Minnesota,2012,8.1
Grant County                    ,Minnesota,2012,6.2
Kanabec County                  ,Minnesota,2012,9.1
Lyon County                     ,Minnesota,2012,4.4
Fillmore County                 ,Minnesota,2012,5.6
Crow Wing County                ,Minnesota,2012,7.7
Dodge County                    ,Minnesota,2012,5.1
Lake of the Woods County        ,Minnesota,2012,6.1
Chisago County                  ,Minnesota,2012,6.6
Itasca County                   ,Minnesota,2012,7.9
Clearwater County               ,Minnesota,2012,10.6
Jackson County                  ,Minnesota,2012,4.6
Faribault County                ,Minnesota,2012,5.9
Dakota County                   ,Minnesota,2012,5.3
Chippewa County                 ,Minnesota,2012,5.3
Clay County                     ,Minnesota,2012,4.9
Le Sueur County                 ,Minnesota,2012,6.5
Hubbard County                  ,Minnesota,2012,8.1
Freeborn County                 ,Minnesota,2012,5.8
Lake County                     ,Minnesota,2012,6.0
Houston County                  ,Minnesota,2012,5.8
Goodhue County                  ,Minnesota,2012,5.2
Kandiyohi County                ,Minnesota,2012,5.3
Anoka County                    ,Minnesota,2012,5.9
Red Lake County                 ,Minnesota,2012,8.1
Norman County                   ,Minnesota,2012,6.7
Martin County                   ,Minnesota,2012,6.7
Swift County                    ,Minnesota,2012,7.2
Pennington County               ,Minnesota,2012,7.7
Otter Tail County               ,Minnesota,2012,6.4
Sherburne County                ,Minnesota,2012,7.2
Stearns County                  ,Minnesota,2012,6.3
Mahnomen County                 ,Minnesota,2012,7.6
Pine County                     ,Minnesota,2012,8.8
Rock County                     ,Minnesota,2012,4.2
Meeker County                   ,Minnesota,2012,7.8
Traverse County                 ,Minnesota,2012,6.0
Murray County                   ,Minnesota,2012,6.3
Morrison County                 ,Minnesota,2012,8.3
Steele County                   ,Minnesota,2012,6.5
Waseca County                   ,Minnesota,2012,6.3
Saint Louis County              ,Minnesota,2012,7.4
Rice County                     ,Minnesota,2012,6.7
Watonwan County                 ,Minnesota,2012,6.4
Yellow Medicine County          ,Minnesota,2012,5.7
Redwood County                  ,Minnesota,2012,6.1
Stevens County                  ,Minnesota,2012,4.9
Nobles County                   ,Minnesota,2012,5.3
Todd County                     ,Minnesota,2012,6.8
Pipestone County                ,Minnesota,2012,6.5
Winona County                   ,Minnesota,2012,5.8
Nicollet County                 ,Minnesota,2012,5.1
Wilkin County                   ,Minnesota,2012,5.6
Wadena County                   ,Minnesota,2012,9.0
McLeod County                   ,Minnesota,2012,7.7
Marshall County                 ,Minnesota,2012,8.4
Wright County                   ,Minnesota,2012,6.8
Mower County                    ,Minnesota,2012,5.7
Wabasha County                  ,Minnesota,2012,6.2
Polk County                     ,Minnesota,2012,7.1
Ramsey County                   ,Minnesota,2012,6.7
Roseau County                   ,Minnesota,2012,5.4
Pope County                     ,Minnesota,2012,5.9
Mille Lacs County               ,Minnesota,2012,9.6
Washington County               ,Minnesota,2012,5.9
Renville County                 ,Minnesota,2012,7.4
Scott County                    ,Minnesota,2012,5.8
Olmsted County,Minnesota,2012,5.3
Sibley County                   ,Minnesota,2012,6.9
Becker County                   ,Minnesota,2011,7.2
Carlton County                  ,Minnesota,2011,7.6
Lac qui Parle County            ,Minnesota,2011,6.1
Douglas County                  ,Minnesota,2011,6.1
Cook County                     ,Minnesota,2011,6.9
Isanti County                   ,Minnesota,2011,8.3
Big Stone County                ,Minnesota,2011,6.5
Kittson County                  ,Minnesota,2011,6.9
Cass County                     ,Minnesota,2011,10.1
Lincoln County                  ,Minnesota,2011,5.2
Cottonwood County               ,Minnesota,2011,6.2
Benton County                   ,Minnesota,2011,7.6
Koochiching County              ,Minnesota,2011,8.4
Blue Earth County               ,Minnesota,2011,5.4
Beltrami County                 ,Minnesota,2011,8.2
Carver County                   ,Minnesota,2011,5.5
Brown County                    ,Minnesota,2011,5.9
Hennepin County                 ,Minnesota,2011,6.1
Aitkin County                   ,Minnesota,2011,9.6
Grant County                    ,Minnesota,2011,6.9
Kanabec County                  ,Minnesota,2011,10.1
Lyon County                     ,Minnesota,2011,5.3
Fillmore County                 ,Minnesota,2011,6.7
Crow Wing County                ,Minnesota,2011,8.8
Dodge County                    ,Minnesota,2011,6.0
Lake of the Woods County        ,Minnesota,2011,6.2
Chisago County                  ,Minnesota,2011,7.6
Itasca County                   ,Minnesota,2011,9.1
Clearwater County               ,Minnesota,2011,11.9
Jackson County                  ,Minnesota,2011,5.4
Faribault County                ,Minnesota,2011,7.1
Dakota County                   ,Minnesota,2011,6.1
Chippewa County                 ,Minnesota,2011,6.3
Clay County                     ,Minnesota,2011,5.6
Le Sueur County                 ,Minnesota,2011,7.6
Hubbard County                  ,Minnesota,2011,9.2
Freeborn County                 ,Minnesota,2011,6.7
Lake County                     ,Minnesota,2011,6.9
Houston County                  ,Minnesota,2011,6.9
Goodhue County                  ,Minnesota,2011,6.0
Kandiyohi County                ,Minnesota,2011,6.0
Anoka County                    ,Minnesota,2011,6.9
Red Lake County                 ,Minnesota,2011,9.6
Norman County                   ,Minnesota,2011,6.9
Martin County                   ,Minnesota,2011,7.3
Swift County                    ,Minnesota,2011,8.1
Pennington County               ,Minnesota,2011,9.0
Otter Tail County               ,Minnesota,2011,7.2
Sherburne County                ,Minnesota,2011,8.4
Stearns County                  ,Minnesota,2011,7.2
Mahnomen County                 ,Minnesota,2011,8.3
Pine County                     ,Minnesota,2011,9.8
Rock County                     ,Minnesota,2011,5.1
Meeker County                   ,Minnesota,2011,8.8
Traverse County                 ,Minnesota,2011,6.2
Murray County                   ,Minnesota,2011,6.8
Morrison County                 ,Minnesota,2011,9.5
Steele County                   ,Minnesota,2011,7.8
Waseca County                   ,Minnesota,2011,7.5
Saint Louis County              ,Minnesota,2011,8.1
Rice County                     ,Minnesota,2011,7.8
Watonwan County                 ,Minnesota,2011,7.3
Yellow Medicine County          ,Minnesota,2011,6.3
Redwood County                  ,Minnesota,2011,6.7
Stevens County                  ,Minnesota,2011,5.6
Nobles County                   ,Minnesota,2011,5.6
Todd County                     ,Minnesota,2011,7.8
Pipestone County                ,Minnesota,2011,6.6
Winona County                   ,Minnesota,2011,6.9
Nicollet County                 ,Minnesota,2011,6.1
Wilkin County                   ,Minnesota,2011,5.5
Wadena County                   ,Minnesota,2011,10.2
McLeod County                   ,Minnesota,2011,9.0
Marshall County                 ,Minnesota,2011,9.3
Wright County                   ,Minnesota,2011,8.0
Mower County                    ,Minnesota,2011,6.1
Wabasha County                  ,Minnesota,2011,7.1
Polk County                     ,Minnesota,2011,6.6
Ramsey County                   ,Minnesota,2011,7.5
Roseau County                   ,Minnesota,2011,6.4
Pope County                     ,Minnesota,2011,7.1
Mille Lacs County               ,Minnesota,2011,11.1
Washington County               ,Minnesota,2011,6.7
Renville County                 ,Minnesota,2011,8.1
Scott County                    ,Minnesota,2011,6.9
Olmsted County,Minnesota,2011,5.9
Sibley County                   ,Minnesota,2011,7.9
Becker County                   ,Minnesota,2010,7.9
Carlton County                  ,Minnesota,2010,8.4
Lac qui Parle County            ,Minnesota,2010,6.7
Douglas County                  ,Minnesota,2010,6.8
Cook County                     ,Minnesota,2010,7.2
Isanti County                   ,Minnesota,2010,9.6
Big Stone County                ,Minnesota,2010,6.5
Kittson County                  ,Minnesota,2010,7.5
Cass County                     ,Minnesota,2010,10.6
Lincoln County                  ,Minnesota,2010,5.5
Cottonwood County               ,Minnesota,2010,6.5
Benton County                   ,Minnesota,2010,8.7
Koochiching County              ,Minnesota,2010,8.7
Blue Earth County               ,Minnesota,2010,6.4
Beltrami County                 ,Minnesota,2010,8.2
Carver County                   ,Minnesota,2010,6.7
Brown County                    ,Minnesota,2010,6.9
Hennepin County                 ,Minnesota,2010,7.0
Aitkin County                   ,Minnesota,2010,10.4
Grant County                    ,Minnesota,2010,7.9
Kanabec County                  ,Minnesota,2010,11.2
Lyon County                     ,Minnesota,2010,5.6
Fillmore County                 ,Minnesota,2010,7.5
Crow Wing County                ,Minnesota,2010,9.5
Dodge County                    ,Minnesota,2010,6.9
Lake of the Woods County        ,Minnesota,2010,6.5
Chisago County                  ,Minnesota,2010,8.9
Itasca County                   ,Minnesota,2010,10.2
Clearwater County               ,Minnesota,2010,13.1
Jackson County                  ,Minnesota,2010,5.8
Faribault County                ,Minnesota,2010,8.0
Dakota County                   ,Minnesota,2010,7.0
Chippewa County                 ,Minnesota,2010,7.3
Clay County                     ,Minnesota,2010,5.5
Le Sueur County                 ,Minnesota,2010,8.9
Hubbard County                  ,Minnesota,2010,9.9
Freeborn County                 ,Minnesota,2010,7.7
Lake County                     ,Minnesota,2010,8.3
Houston County                  ,Minnesota,2010,7.7
Goodhue County                  ,Minnesota,2010,7.0
Kandiyohi County                ,Minnesota,2010,6.7
Anoka County                    ,Minnesota,2010,8.0
Red Lake County                 ,Minnesota,2010,10.1
Norman County                   ,Minnesota,2010,6.4
Martin County                   ,Minnesota,2010,7.5
Swift County                    ,Minnesota,2010,7.2
Pennington County               ,Minnesota,2010,8.8
Otter Tail County               ,Minnesota,2010,8.0
Sherburne County                ,Minnesota,2010,9.1
Stearns County                  ,Minnesota,2010,7.8
Mahnomen County                 ,Minnesota,2010,7.8
Pine County                     ,Minnesota,2010,11.2
Rock County                     ,Minnesota,2010,5.3
Meeker County                   ,Minnesota,2010,9.5
Traverse County                 ,Minnesota,2010,6.6
Murray County                   ,Minnesota,2010,5.7
Morrison County                 ,Minnesota,2010,11.0
Steele County                   ,Minnesota,2010,8.6
Waseca County                   ,Minnesota,2010,8.2
Saint Louis County              ,Minnesota,2010,9.1
Rice County                     ,Minnesota,2010,8.5
Watonwan County                 ,Minnesota,2010,8.8
Yellow Medicine County          ,Minnesota,2010,6.4
Redwood County                  ,Minnesota,2010,6.7
Stevens County                  ,Minnesota,2010,5.3
Nobles County                   ,Minnesota,2010,5.2
Todd County                     ,Minnesota,2010,8.9
Pipestone County                ,Minnesota,2010,6.3
Winona County                   ,Minnesota,2010,7.7
Nicollet County                 ,Minnesota,2010,6.3
Wilkin County                   ,Minnesota,2010,5.4
Wadena County                   ,Minnesota,2010,10.9
McLeod County                   ,Minnesota,2010,9.5
Marshall County                 ,Minnesota,2010,9.8
Wright County                   ,Minnesota,2010,8.9
Mower County                    ,Minnesota,2010,6.2
Wabasha County                  ,Minnesota,2010,7.6
Polk County                     ,Minnesota,2010,5.9
Ramsey County                   ,Minnesota,2010,7.6
Roseau County                   ,Minnesota,2010,7.6
Pope County                     ,Minnesota,2010,7.1
Mille Lacs County               ,Minnesota,2010,12.5
Washington County               ,Minnesota,2010,7.2
Renville County                 ,Minnesota,2010,7.8
Scott County                    ,Minnesota,2010,7.3
Olmsted County,Minnesota,2010,6.1
Sibley County                   ,Minnesota,2010,7.9
Becker County                   ,Minnesota,2009,8.6
Carlton County                  ,Minnesota,2009,8.5
Lac qui Parle County            ,Minnesota,2009,6.1
Douglas County                  ,Minnesota,2009,6.6
Cook County                     ,Minnesota,2009,7.0
Isanti County                   ,Minnesota,2009,10.0
Big Stone County                ,Minnesota,2009,5.7
Kittson County                  ,Minnesota,2009,7.2
Cass County                     ,Minnesota,2009,10.6
Lincoln County                  ,Minnesota,2009,5.8
Cottonwood County               ,Minnesota,2009,6.3
Benton County                   ,Minnesota,2009,8.5
Koochiching County              ,Minnesota,2009,9.4
Blue Earth County               ,Minnesota,2009,6.4
Beltrami County                 ,Minnesota,2009,8.6
Carver County                   ,Minnesota,2009,7.2
Brown County                    ,Minnesota,2009,7.3
Hennepin County                 ,Minnesota,2009,7.3
Aitkin County                   ,Minnesota,2009,10.3
Grant County                    ,Minnesota,2009,8.3
Kanabec County                  ,Minnesota,2009,13.0
Lyon County                     ,Minnesota,2009,5.8
Fillmore County                 ,Minnesota,2009,8.1
Crow Wing County                ,Minnesota,2009,9.6
Dodge County                    ,Minnesota,2009,7.4
Lake of the Woods County        ,Minnesota,2009,7.6
Chisago County                  ,Minnesota,2009,9.9
Itasca County                   ,Minnesota,2009,10.8
Clearwater County               ,Minnesota,2009,14.7
Jackson County                  ,Minnesota,2009,5.4
Faribault County                ,Minnesota,2009,9.2
Dakota County                   ,Minnesota,2009,7.2
Chippewa County                 ,Minnesota,2009,7.7
Clay County                     ,Minnesota,2009,4.8
Le Sueur County                 ,Minnesota,2009,10.6
Hubbard County                  ,Minnesota,2009,9.9
Freeborn County                 ,Minnesota,2009,8.4
Lake County                     ,Minnesota,2009,9.1
Houston County                  ,Minnesota,2009,7.9
Goodhue County                  ,Minnesota,2009,7.6
Kandiyohi County                ,Minnesota,2009,6.7
Anoka County                    ,Minnesota,2009,8.4
Red Lake County                 ,Minnesota,2009,7.9
Norman County                   ,Minnesota,2009,5.6
Martin County                   ,Minnesota,2009,4.9
Swift County                    ,Minnesota,2009,6.1
Pennington County               ,Minnesota,2009,7.1
Otter Tail County               ,Minnesota,2009,6.1
Sherburne County                ,Minnesota,2009,6.2
Stearns County                  ,Minnesota,2009,5.6
Mahnomen County                 ,Minnesota,2009,7.2
Pine County                     ,Minnesota,2009,8.6
Rock County                     ,Minnesota,2009,3.9
Meeker County                   ,Minnesota,2009,6.6
Traverse County                 ,Minnesota,2009,5.5
Murray County                   ,Minnesota,2009,5.1
Morrison County                 ,Minnesota,2009,7.6
Steele County                   ,Minnesota,2009,5.1
Waseca County                   ,Minnesota,2009,5.4
Saint Louis County              ,Minnesota,2009,6.3
Rice County                     ,Minnesota,2009,5.9
Watonwan County                 ,Minnesota,2009,6.5
Yellow Medicine County          ,Minnesota,2009,5.1
Redwood County                  ,Minnesota,2009,5.4
Stevens County                  ,Minnesota,2009,4.7
Nobles County                   ,Minnesota,2009,4.2
Todd County                     ,Minnesota,2009,6.5
Pipestone County                ,Minnesota,2009,4.4
Winona County                   ,Minnesota,2009,4.8
Nicollet County                 ,Minnesota,2009,4.3
Wilkin County                   ,Minnesota,2009,4.4
Wadena County                   ,Minnesota,2009,8.2
McLeod County                   ,Minnesota,2009,6.0
Marshall County                 ,Minnesota,2009,7.9
Wright County                   ,Minnesota,2009,6.1
Mower County                    ,Minnesota,2009,4.6
Wabasha County                  ,Minnesota,2009,5.0
Polk County                     ,Minnesota,2009,5.0
Ramsey County                   ,Minnesota,2009,5.3
Roseau County                   ,Minnesota,2009,4.9
Pope County                     ,Minnesota,2009,5.3
Mille Lacs County               ,Minnesota,2009,9.0
Washington County               ,Minnesota,2009,5.0
Renville County                 ,Minnesota,2009,5.8
Scott County                    ,Minnesota,2009,5.0
Olmsted County,Minnesota,2009,4.4
Sibley County                   ,Minnesota,2009,6.3
Becker County                   ,Minnesota,2008,6.8
Carlton County                  ,Minnesota,2008,6.7
Lac qui Parle County            ,Minnesota,2008,4.8
Douglas County                  ,Minnesota,2008,5.0
Cook County                     ,Minnesota,2008,5.6
Isanti County                   ,Minnesota,2008,6.9
Big Stone County                ,Minnesota,2008,5.5
Kittson County                  ,Minnesota,2008,5.7
Cass County                     ,Minnesota,2008,8.6
Lincoln County                  ,Minnesota,2008,5.1
Cottonwood County               ,Minnesota,2008,5.3
Benton County                   ,Minnesota,2008,6.1
Koochiching County              ,Minnesota,2008,7.7
Blue Earth County               ,Minnesota,2008,4.4
Beltrami County                 ,Minnesota,2008,6.9
Carver County                   ,Minnesota,2008,4.9
Brown County                    ,Minnesota,2008,6.0
Hennepin County                 ,Minnesota,2008,4.9
Aitkin County                   ,Minnesota,2008,8.1
Grant County                    ,Minnesota,2008,7.0
Kanabec County                  ,Minnesota,2008,10.3
Lyon County                     ,Minnesota,2008,4.4
Fillmore County                 ,Minnesota,2008,6.1
Crow Wing County                ,Minnesota,2008,6.9
Dodge County                    ,Minnesota,2008,5.2
Lake of the Woods County        ,Minnesota,2008,6.0
Chisago County                  ,Minnesota,2008,6.8
Itasca County                   ,Minnesota,2008,7.9
Clearwater County               ,Minnesota,2008,11.4
Jackson County                  ,Minnesota,2008,4.2
Faribault County                ,Minnesota,2008,6.2
Dakota County                   ,Minnesota,2008,4.9
Chippewa County                 ,Minnesota,2008,5.2
Clay County                     ,Minnesota,2008,3.7
Le Sueur County                 ,Minnesota,2008,7.4
Hubbard County                  ,Minnesota,2008,7.6
Freeborn County                 ,Minnesota,2008,5.7
Lake County                     ,Minnesota,2008,5.3
Houston County                  ,Minnesota,2008,5.8
Goodhue County                  ,Minnesota,2008,5.7
