STATE,SAEMHI_MOE,SAEMHI_PT,SAEMHI_UB90,SAEPOV0_17_LB90,SAEPOV0_17_MOE,SAEPOV0_17_PT,SAEPOV0_17_UB90,SAEPOV0_4_LB90,SAEPOV0_4_MOE,SAEPOV0_4_PT,SAEPOV0_4_UB90,SAEPOV5_17R_LB90,SAEPOV5_17R_MOE,SAEPOV5_17R_PT,SAEPOV5_17R_UB90,SAEPOVALL_LB90,SAEPOVALL_MOE,SAEPOVALL_PT,SAEPOVALL_UB90,SAEPOVRT0_17_LB90,SAEPOVRT0_17_MOE,SAEPOVRT0_17_PT,SAEPOVRT0_17_UB90,SAEPOVRT0_4_LB90,SAEPOVRT0_4_MOE,SAEPOVRT0_4_PT,SAEPOVRT0_4_UB90,SAEPOVRT5_17R_LB90,SAEPOVRT5_17R_MOE,SAEPOVRT5_17R_PT,SAEPOVRT5_17R_UB90,SAEPOVRTALL_LB90,SAEPOVRTALL_MOE,SAEPOVRTALL_PT,SAEPOVRTALL_UB90,SAEPOVU_0_17,SAEPOVU_0_4,SAEPOVU_5_17R,SAEPOVU_ALL,YEAR
Mississippi,659.0,36764.0,37423.0,223165.0,7244.0,230409.0,237652.0,70194.0,3765.0,73959.0,77724.0,147072.0,6261.0,153333.0,159594.0,608393.0,12054.0,620446.0,632500.0,29.7,1.0,30.7,31.7,32.3,1.75,34.1,35.8,27.7,1.2,28.9,30.1,21.4,0.4,21.8,22.2,750707.0,217026.0,530082.0,2848331.0,2009
Missouri,501.0,45149.0,45650.0,281432.0,9927.0,291359.0,301285.0,94255.0,4464.0,98719.0,103182.0,177330.0,8689.0,186019.0,194708.0,833407.0,16909.0,850316.0,867225.0,20.0,0.7,20.7,21.4,23.7,1.15,24.9,26.0,17.7,0.9,18.6,19.5,14.3,0.3,14.6,14.9,1404787.0,396924.0,1000855.0,5818531.0,2009
Montana,940.0,42222.0,43162.0,42310.0,2530.0,44840.0,47369.0,14203.0,1417.0,15620.0,17037.0,25872.0,2052.0,27924.0,29976.0,136769.0,5488.0,142257.0,147745.0,19.7,1.2,20.9,22.1,23.2,2.3,25.5,27.8,17.1,1.35,18.4,19.8,14.5,0.55,15.0,15.6,214489.0,61225.0,151621.0,946384.0,2009
Nebraska,744.0,47470.0,48214.0,63535.0,3811.0,67346.0,71157.0,21696.0,2075.0,23771.0,25845.0,37709.0,3051.0,40760.0,43811.0,204807.0,7505.0,212312.0,219817.0,14.4,0.9,15.3,16.2,16.6,1.6,18.2,19.8,12.3,1.0,13.3,14.3,11.8,0.4,12.2,12.6,439999.0,130380.0,306461.0,1739226.0,2009
Nevada,877.0,53310.0,54187.0,111394.0,6349.0,117742.0,124091.0,37486.0,3682.0,41167.0,44849.0,67849.0,5120.0,72969.0,78089.0,312900.0,10838.0,323738.0,334575.0,16.7,0.95,17.6,18.6,18.6,1.85,20.5,22.3,14.6,1.15,15.8,16.9,12.0,0.4,12.4,12.8,668524.0,201035.0,463283.0,2606531.0,2009
New Hampshire,1137.0,60734.0,61871.0,28357.0,2921.0,31278.0,34199.0,8806.0,1288.0,10094.0,11381.0,16997.0,2562.0,19559.0,22121.0,105285.0,5484.0,110769.0,116253.0,10.0,1.05,11.0,12.1,12.1,1.75,13.8,15.6,8.1,1.25,9.4,10.6,8.2,0.4,8.6,9.0,283587.0,73074.0,208671.0,1284592.0,2009
New Jersey,628.0,68444.0,69071.0,258385.0,11274.0,269659.0,280932.0,80135.0,5695.0,85830.0,91524.0,167612.0,9607.0,177219.0,186826.0,778838.0,19420.0,798258.0,817678.0,12.8,0.55,13.3,13.9,14.7,1.05,15.7,16.8,11.4,0.65,12.0,12.7,9.1,0.25,9.4,9.6,2023720.0,545852.0,1470781.0,8531186.0,2009
New Mexico,920.0,42830.0,43749.0,124002.0,5551.0,129552.0,135103.0,40945.0,3007.0,43951.0,46958.0,79013.0,4585.0,83598.0,88183.0,348063.0,10968.0,359030.0,369998.0,24.7,1.1,25.8,26.9,27.4,2.0,29.4,31.4,22.5,1.35,23.8,25.2,17.7,0.55,18.2,18.8,502586.0,149459.0,350611.0,1968129.0,2009
New York,391.0,54554.0,54945.0,860048.0,18066.0,878114.0,896180.0,263055.0,8966.0,272021.0,280987.0,575090.0,15799.0,590889.0,606688.0,2674503.0,33616.0,2708119.0,2741735.0,19.8,0.4,20.2,20.6,21.9,0.75,22.7,23.4,18.3,0.5,18.8,19.3,14.1,0.15,14.2,14.4,4354425.0,1198533.0,3138545.0,19014189.0,2009
North Carolina,370.0,43754.0,44124.0,490811.0,12902.0,503713.0,516615.0,165988.0,6459.0,172447.0,178906.0,310244.0,11259.0,321503.0,332762.0,1453163.0,21900.0,1475063.0,1496963.0,21.9,0.55,22.5,23.0,25.5,1.0,26.5,27.5,19.6,0.75,20.3,21.1,16.0,0.25,16.2,16.5,2242738.0,650351.0,1580766.0,9095863.0,2009
North Dakota,887.0,47898.0,48785.0,18467.0,1555.0,20022.0,21576.0,6821.0,858.0,7679.0,8537.0,10457.0,1276.0,11733.0,13009.0,69510.0,3401.0,72911.0,76312.0,13.0,1.1,14.1,15.2,16.0,2.0,18.0,20.0,10.6,1.3,11.9,13.2,11.2,0.55,11.7,12.3,141889.0,42688.0,98493.0,620797.0,2009
Ohio,346.0,45467.0,45813.0,562062.0,14964.0,577026.0,591990.0,186032.0,6969.0,193000.0,199969.0,358289.0,13142.0,371431.0,384573.0,1673917.0,25372.0,1699288.0,1724660.0,21.0,0.6,21.6,22.2,25.6,0.95,26.5,27.5,18.6,0.65,19.2,19.9,14.9,0.25,15.1,15.4,2671682.0,727073.0,1931078.0,11225160.0,2009
Oklahoma,486.0,41716.0,42202.0,191637.0,7640.0,199277.0,206917.0,62202.0,3796.0,65998.0,69794.0,122090.0,6664.0,128754.0,135418.0,563168.0,12544.0,575711.0,588255.0,21.3,0.85,22.1,23.0,23.6,1.4,25.0,26.4,19.3,1.05,20.4,21.4,15.8,0.35,16.1,16.5,900708.0,264066.0,631549.0,3565485.0,2009
Oregon,595.0,48325.0,48920.0,158804.0,7269.0,166073.0,173342.0,51453.0,3609.0,55061.0,58670.0,99818.0,6304.0,106122.0,112426.0,523814.0,12999.0,536813.0,549812.0,18.5,0.85,19.4,20.2,21.2,1.5,22.7,24.2,16.4,1.05,17.4,18.5,14.0,0.35,14.3,14.7,856578.0,242365.0,609050.0,3748545.0,2009
Pennsylvania,284.0,49501.0,49784.0,453997.0,12426.0,466423.0,478849.0,142352.0,6614.0,148965.0,155579.0,294855.0,10428.0,305283.0,315711.0,1494826.0,22522.0,1517347.0,1539869.0,16.7,0.45,17.1,17.6,19.5,0.9,20.4,21.3,14.9,0.5,15.4,15.9,12.3,0.2,12.5,12.7,2724371.0,731152.0,1980470.0,12165864.0,2009
Rhode Island,1215.0,53243.0,54458.0,37500.0,2488.0,39988.0,42476.0,10410.0,1320.0,11730.0,13049.0,25171.0,2097.0,27268.0,29365.0,116902.0,5477.0,122379.0,127856.0,16.8,1.1,17.9,19.0,17.7,2.2,19.9,22.1,15.4,1.3,16.7,18.0,11.5,0.55,12.0,12.6,223355.0,58946.0,162933.0,1015672.0,2009
South Carolina,546.0,42580.0,43126.0,250548.0,8300.0,258848.0,267147.0,83990.0,4334.0,88324.0,92658.0,159636.0,6951.0,166587.0,173538.0,738174.0,15113.0,753286.0,768399.0,23.6,0.8,24.4,25.2,27.6,1.45,29.1,30.5,21.2,0.9,22.1,23.0,16.7,0.35,17.1,17.4,1061223.0,304030.0,753053.0,4416869.0,2009
South Dakota,1030.0,45048.0,46078.0,34540.0,2344.0,36884.0,39228.0,11998.0,1228.0,13226.0,14454.0,20773.0,1947.0,22720.0,24667.0,106257.0,4606.0,110863.0,115469.0,17.7,1.2,18.9,20.1,20.8,2.1,22.9,25.0,15.2,1.45,16.7,18.1,13.6,0.6,14.2,14.8,194966.0,57733.0,136358.0,782694.0,2009
Tennessee,429.0,41715.0,42143.0,342178.0,10766.0,352943.0,363709.0,116612.0,5724.0,122336.0,128060.0,214805.0,8845.0,223650.0,232495.0,1037359.0,18276.0,1055635.0,1073911.0,23.3,0.75,24.0,24.8,28.0,1.35,29.3,30.7,20.6,0.85,21.4,22.3,16.9,0.3,17.2,17.5,1467732.0,417095.0,1042957.0,6141371.0,2009
Texas,242.0,48286.0,48528.0,1628349.0,26736.0,1655085.0,1681820.0,552682.0,14952.0,567633.0,582585.0,1043506.0,21721.0,1065227.0,1086948.0,4100135.0,42942.0,4143077.0,4186019.0,23.9,0.4,24.3,24.7,27.1,0.75,27.9,28.6,22.0,0.45,22.5,22.9,17.0,0.15,17.1,17.3,6801994.0,2037052.0,4739578.0,24176217.0,2009
Utah,742.0,55183.0,55925.0,104327.0,6525.0,110852.0,117377.0,34090.0,3538.0,37628.0,41166.0,64891.0,5352.0,70243.0,75595.0,310622.0,10819.0,321441.0,332259.0,12.2,0.75,12.9,13.7,12.6,1.35,13.9,15.3,11.1,0.9,12.0,12.9,11.3,0.4,11.7,12.1,858548.0,269876.0,585702.0,2741773.0,2009
Vermont,863.0,51219.0,52081.0,15991.0,1380.0,17371.0,18750.0,5215.0,654.0,5869.0,6522.0,9552.0,1182.0,10734.0,11916.0,65818.0,3319.0,69137.0,72455.0,12.9,1.1,14.0,15.1,16.8,2.1,18.9,21.0,10.4,1.25,11.7,12.9,11.0,0.55,11.5,12.1,123798.0,31032.0,92094.0,600251.0,2009
Virginia,468.0,59372.0,59840.0,244423.0,10733.0,255156.0,265888.0,77768.0,5532.0,83300.0,88832.0,155838.0,9277.0,165115.0,174392.0,787077.0,18478.0,805555.0,824032.0,13.5,0.55,14.0,14.6,15.0,1.05,16.0,17.1,12.1,0.7,12.8,13.5,10.3,0.25,10.6,10.8,1816834.0,519460.0,1290017.0,7623662.0,2009
Washington,511.0,56479.0,56990.0,239399.0,10368.0,249767.0,260135.0,76310.0,4657.0,80967.0,85624.0,151705.0,9177.0,160882.0,170059.0,786594.0,16672.0,803266.0,819938.0,15.5,0.7,16.2,16.9,17.3,1.1,18.4,19.5,13.9,0.8,14.7,15.5,12.0,0.3,12.3,12.6,1542475.0,440165.0,1093709.0,6530722.0,2009
West Virginia,667.0,37423.0,38090.0,87297.0,3762.0,91059.0,94821.0,26930.0,1972.0,28902.0,30874.0,57680.0,3170.0,60850.0,64020.0,308177.0,7979.0,316155.0,324134.0,23.1,1.0,24.1,25.1,26.1,1.95,28.0,30.0,21.1,1.15,22.2,23.4,17.4,0.45,17.8,18.3,377777.0,103039.0,273678.0,1771531.0,2009
Wisconsin,396.0,49994.0,50390.0,206917.0,8135.0,215052.0,223186.0,66774.0,3887.0,70661.0,74547.0,131433.0,6972.0,138405.0,145377.0,668796.0,14178.0,682973.0,697151.0,16.1,0.6,16.7,17.3,18.7,1.05,19.7,20.8,14.2,0.75,15.0,15.7,12.2,0.25,12.4,12.7,1287850.0,357914.0,923076.0,5495799.0,2009
Wyoming,1415.0,54400.0,55814.0,15550.0,1626.0,17176.0,18801.0,5466.0,933.0,6399.0,7331.0,8668.0,1285.0,9953.0,11238.0,50808.0,3166.0,53974.0,57140.0,12.0,1.25,13.2,14.5,13.7,2.35,16.0,18.4,9.7,1.45,11.2,12.6,9.6,0.6,10.2,10.8,130004.0,39946.0,89127.0,529948.0,2009
Alabama,457.0,40538.0,40995.0,296223.0,9069.0,305292.0,314361.0,89540.0,4355.0,93895.0,98250.0,199900.0,7878.0,207778.0,215656.0,867106.0,15972.0,883078.0,899050.0,26.6,0.8,27.4,28.2,29.8,1.5,31.3,32.8,24.6,1.0,25.6,26.6,18.6,0.3,18.9,19.2,1115210.0,299655.0,811713.0,4667040.0,2010
Alaska,1395.0,63456.0,64851.0,25096.0,2113.0,27209.0,29322.0,9515.0,966.0,10481.0,11447.0,13861.0,1853.0,15714.0,17567.0,72916.0,3934.0,76850.0,80784.0,13.6,1.2,14.8,16.0,18.0,1.8,19.8,21.6,10.7,1.4,12.1,13.5,10.4,0.6,11.0,11.6,183629.0,52945.0,129536.0,696834.0,2010
Arizona,509.0,46787.0,47296.0,387835.0,13829.0,401664.0,415493.0,123200.0,6773.0,129973.0,136746.0,251690.0,12132.0,263822.0,275954.0,1082284.0,22791.0,1105075.0,1127866.0,24.1,0.9,25.0,25.9,27.5,1.5,29.0,30.5,21.9,1.1,23.0,24.1,17.2,0.4,17.6,18.0,1605114.0,448669.0,1147352.0,6272700.0,2010
Arkansas,607.0,38413.0,39020.0,184070.0,6468.0,190538.0,197006.0,58970.0,3015.0,61985.0,65000.0,118946.0,5692.0,124638.0,130330.0,518451.0,11259.0,529710.0,540969.0,26.4,0.9,27.3,28.2,30.4,1.6,32.0,33.6,23.8,1.1,24.9,26.0,18.3,0.4,18.7,19.1,698899.0,193428.0,500901.0,2839786.0,2010
California,348.0,57664.0,58012.0,1979594.0,33129.0,2012723.0,2045852.0,573739.0,14351.0,588090.0,602441.0,1353694.0,29165.0,1382859.0,1412024.0,5732381.0,52655.0,5785036.0,5837691.0,21.6,0.4,22.0,22.4,23.1,0.6,23.7,24.3,20.4,0.4,20.8,21.2,15.7,0.1,15.8,15.9,9156662.0,2476334.0,6634166.0,36593422.0,2010
Colorado,685.0,54411.0,55096.0,198566.0,8599.0,207165.0,215764.0,66602.0,4143.0,70745.0,74888.0,124025.0,7461.0,131486.0,138947.0,636277.0,15467.0,651744.0,667211.0,16.4,0.7,17.1,17.8,19.6,1.2,20.8,22.0,14.2,0.9,15.1,16.0,12.9,0.3,13.2,13.5,1213169.0,339476.0,868178.0,4934178.0,2010
Connecticut,949.0,64321.0,65270.0,96964.0,6039.0,103003.0,109042.0,29778.0,2596.0,32374.0,34970.0,63160.0,5501.0,68661.0,74162.0,338009.0,10872.0,348881.0,359753.0,12.1,0.7,12.8,13.5,15.0,1.3,16.3,17.6,10.4,0.9,11.3,12.2,9.8,0.3,10.1,10.4,805830.0,198127.0,605949.0,3466981.0,2010
Delaware,1154.0,56172.0,57326.0,33638.0,2380.0,36018.0,38398.0,10826.0,1112.0,11938.0,13050.0,21250.0,2106.0,23356.0,25462.0,99719.0,4737.0,104456.0,109193.0,16.6,1.2,17.8,19.0,20.0,2.1,22.1,24.2,14.5,1.4,15.9,17.3,11.4,0.5,11.9,12.4,202100.0,54137.0,147285.0,874333.0,2010
Florida,319.0,44390.0,44709.0,909688.0,19932.0,929620.0,949552.0,274753.0,9919.0,284672.0,294591.0,611525.0,16640.0,628165.0,644805.0,3014414.0,34207.0,3048621.0,3082828.0,23.1,0.5,23.6,24.1,26.1,0.9,27.0,27.9,21.3,0.6,21.9,22.5,16.3,0.2,16.5,16.7,3938186.0,1054588.0,2864957.0,18436765.0,2010
Georgia,460.0,46252.0,46712.0,600100.0,13481.0,613581.0,627062.0,190997.0,6981.0,197978.0,204959.0,395681.0,11294.0,406975.0,418269.0,1670505.0,27499.0,1698004.0,1725503.0,24.5,0.5,25.0,25.5,28.4,1.0,29.4,30.4,22.4,0.6,23.0,23.6,17.7,0.3,18.0,18.3,2452922.0,673318.0,1770652.0,9446940.0,2010
Hawaii,1274.0,62774.0,64048.0,40209.0,3386.0,43595.0,46981.0,12873.0,1662.0,14535.0,16197.0,24374.0,2933.0,27307.0,30240.0,140582.0,6341.0,146923.0,153264.0,13.6,1.1,14.7,15.8,15.1,2.0,17.1,19.1,11.6,1.4,13.0,14.4,10.6,0.5,11.1,11.6,297073.0,84864.0,210148.0,1326381.0,2010
Idaho,879.0,43259.0,44138.0,79791.0,3961.0,83752.0,87713.0,27951.0,2108.0,30059.0,32167.0,48574.0,3356.0,51930.0,55286.0,236574.0,7435.0,244009.0,251444.0,18.9,0.9,19.8,20.7,23.3,1.8,25.1,26.9,16.1,1.1,17.2,18.3,15.3,0.5,15.8,16.3,423490.0,119886.0,301687.0,1541857.0,2010
Illinois,426.0,52967.0,53393.0,585217.0,14497.0,599714.0,614211.0,174555.0,7045.0,181600.0,188645.0,395855.0,12781.0,408636.0,421417.0,1707831.0,24298.0,1732129.0,1756427.0,18.9,0.5,19.4,19.9,21.2,0.9,22.1,23.0,17.5,0.6,18.1,18.7,13.6,0.2,13.8,14.0,3085434.0,820181.0,2255338.0,12543476.0,2010
Indiana,438.0,44616.0,45054.0,330138.0,10562.0,340700.0,351262.0,102827.0,5082.0,107909.0,112991.0,214987.0,9282.0,224269.0,233551.0,942495.0,17907.0,960402.0,978309.0,20.9,0.7,21.6,22.3,24.2,1.2,25.4,26.6,18.8,0.8,19.6,20.4,15.0,0.3,15.3,15.6,1576164.0,424068.0,1143084.0,6294427.0,2010
Iowa,610.0,48031.0,48641.0,110103.0,5628.0,115731.0,121359.0,36745.0,2757.0,39502.0,42259.0,67783.0,4980.0,72763.0,77743.0,358787.0,10178.0,368965.0,379143.0,15.4,0.8,16.2,17.0,18.6,1.4,20.0,21.4,13.2,1.0,14.2,15.2,12.2,0.3,12.5,12.8,712652.0,197934.0,511131.0,2950202.0,2010
Kansas,792.0,47888.0,48680.0,122672.0,6337.0,129009.0,135346.0,41582.0,3071.0,44653.0,47724.0,75631.0,5446.0,81077.0,86523.0,364111.0,10566.0,374677.0,385243.0,17.2,0.9,18.1,19.0,20.6,1.5,22.1,23.6,14.8,1.1,15.9,17.0,13.1,0.4,13.5,13.9,714397.0,201917.0,508829.0,2775358.0,2010
Kentucky,484.0,40089.0,40573.0,253671.0,8025.0,261696.0,269721.0,81231.0,4295.0,85526.0,89821.0,164346.0,6670.0,171016.0,177686.0,781996.0,14212.0,796208.0,810420.0,25.3,0.8,26.1,26.9,29.5,1.6,31.1,32.7,22.8,0.9,23.7,24.6,18.6,0.3,18.9,19.2,1001560.0,275332.0,720109.0,4215618.0,2010
Louisiana,658.0,42510.0,43168.0,292729.0,9327.0,302056.0,311383.0,97102.0,4340.0,101442.0,105782.0,189030.0,8248.0,197278.0,205526.0,816150.0,15362.0,831512.0,846874.0,26.6,0.8,27.4,28.2,31.5,1.4,32.9,34.3,24.0,1.0,25.0,26.0,18.5,0.3,18.8,19.1,1100581.0,308385.0,788832.0,4413869.0,2010
Maine,840.0,45882.0,46722.0,45782.0,2952.0,48734.0,51686.0,14364.0,1388.0,15752.0,17140.0,29034.0,2586.0,31620.0,34206.0,163712.0,5364.0,169076.0,174440.0,17.1,1.1,18.2,19.3,21.4,2.1,23.5,25.6,14.5,1.3,15.8,17.1,12.7,0.4,13.1,13.5,268072.0,67131.0,199778.0,1293005.0,2010
Maryland,833.0,68933.0,69766.0,166013.0,8456.0,174469.0,182925.0,51594.0,4288.0,55882.0,60170.0,106642.0,7144.0,113786.0,120930.0,545242.0,14695.0,559937.0,574632.0,12.5,0.6,13.1,13.7,14.4,1.2,15.6,16.8,11.1,0.7,11.8,12.5,9.6,0.3,9.9,10.2,1329723.0,357505.0,967046.0,5643816.0,2010
Massachusetts,399.0,62133.0,62532.0,193194.0,8509.0,201703.0,210212.0,58750.0,4364.0,63114.0,67478.0,124969.0,7105.0,132074.0,139179.0,708843.0,16002.0,724845.0,740847.0,13.8,0.6,14.4,15.0,16.2,1.2,17.4,18.6,12.1,0.7,12.8,13.5,11.1,0.3,11.4,11.7,1400570.0,362643.0,1030822.0,6333606.0,2010
Michigan,302.0,45354.0,45656.0,524201.0,12802.0,537003.0,549805.0,158142.0,6065.0,164207.0,170272.0,349617.0,11146.0,360763.0,371909.0,1591644.0,22466.0,1614110.0,1636576.0,22.8,0.6,23.4,24.0,27.2,1.0,28.2,29.2,20.5,0.7,21.2,21.9,16.5,0.2,16.7,16.9,2297921.0,583163.0,1701930.0,9656430.0,2010
Minnesota,444.0,55422.0,55866.0,182563.0,7436.0,189999.0,197435.0,56238.0,3542.0,59780.0,63322.0,117459.0,6572.0,124031.0,130603.0,583230.0,12255.0,595485.0,607740.0,14.4,0.6,15.0,15.6,16.1,1.0,17.1,18.1,12.9,0.7,13.6,14.3,11.3,0.2,11.5,11.7,1265205.0,349722.0,908750.0,5189212.0,2010
Mississippi,602.0,36992.0,37594.0,232859.0,7923.0,240782.0,248705.0,74484.0,3509.0,77993.0,81502.0,153313.0,6969.0,160282.0,167251.0,629743.0,14413.0,644156.0,658569.0,31.3,1.1,32.4,33.5,35.8,1.7,37.5,39.2,28.9,1.3,30.2,31.5,21.9,0.5,22.4,22.9,742215.0,207940.0,531264.0,2875607.0,2010
Missouri,487.0,44306.0,44793.0,284167.0,9689.0,293856.0,303545.0,95787.0,4816.0,100603.0,105419.0,178336.0,8297.0,186633.0,194930.0,872312.0,16159.0,888471.0,904630.0,20.3,0.7,21.0,21.7,25.2,1.3,26.5,27.8,17.7,0.8,18.5,19.3,15.0,0.3,15.3,15.6,1396566.0,379182.0,1010426.0,5817777.0,2010
Montana,962.0,42303.0,43265.0,43543.0,2640.0,46183.0,48823.0,14501.0,1219.0,15720.0,16939.0,26726.0,2359.0,29085.0,31444.0,140628.0,5629.0,146257.0,151886.0,19.9,1.2,21.1,22.3,23.7,2.0,25.7,27.7,17.2,1.5,18.7,20.2,14.6,0.6,15.2,15.8,218735.0,61072.0,155659.0,964505.0,2010
Nebraska,807.0,48415.0,49222.0,73532.0,4363.0,77895.0,82258.0,24037.0,2156.0,26193.0,28349.0,45294.0,3936.0,49230.0,53166.0,216981.0,7549.0,224530.0,232079.0,16.3,1.0,17.3,18.3,18.6,1.7,20.3,22.0,14.3,1.2,15.5,16.7,12.2,0.4,12.6,13.0,449547.0,128992.0,318026.0,1776188.0,2010
Nevada,725.0,50987.0,51712.0,132945.0,7036.0,139981.0,147017.0,43865.0,3089.0,46954.0,50043.0,83702.0,6226.0,89928.0,96154.0,380753.0,12852.0,393605.0,406457.0,20.2,1.1,21.3,22.4,23.9,1.7,25.6,27.3,17.9,1.3,19.2,20.5,14.3,0.5,14.8,15.3,655799.0,183717.0,468715.0,2666664.0,2010
New Hampshire,971.0,60917.0,61888.0,27601.0,2880.0,30481.0,33361.0,8895.0,1243.0,10138.0,11381.0,16551.0,2516.0,19067.0,21583.0,104548.0,5548.0,110096.0,115644.0,9.8,1.0,10.8,11.8,13.0,1.8,14.8,16.6,7.8,1.2,9.0,10.2,8.2,0.4,8.6,9.0,282396.0,68447.0,212585.0,1276605.0,2010
New Jersey,708.0,67719.0,68427.0,281736.0,10719.0,292455.0,303174.0,84089.0,5432.0,89521.0,94953.0,187443.0,8895.0,196338.0,205233.0,865040.0,18603.0,883643.0,902246.0,13.8,0.5,14.3,14.8,15.8,1.0,16.8,17.8,12.5,0.6,13.1,13.7,10.0,0.2,10.2,10.4,2041662.0,532511.0,1502213.0,8626505.0,2010
New Mexico,681.0,42186.0,42867.0,139740.0,6039.0,145779.0,151818.0,42920.0,2609.0,45529.0,48138.0,92895.0,5292.0,98187.0,103479.0,389376.0,11403.0,400779.0,412182.0,27.3,1.2,28.5,29.7,30.2,1.8,32.0,33.8,25.3,1.4,26.7,28.1,19.2,0.6,19.8,20.4,512149.0,142191.0,367326.0,2024711.0,2010
New York,370.0,54047.0,54417.0,893606.0,18398.0,912004.0,930402.0,266722.0,8914.0,275636.0,284550.0,605530.0,16119.0,621649.0,637768.0,2806009.0,34555.0,2840564.0,2875119.0,21.1,0.4,21.5,21.9,23.6,0.8,24.4,25.2,19.5,0.5,20.0,20.5,14.8,0.2,15.0,15.2,4250253.0,1131352.0,3102874.0,18879724.0,2010
North Carolina,364.0,43417.0,43781.0,540569.0,13622.0,554191.0,567813.0,172350.0,6473.0,178823.0,185296.0,354108.0,12040.0,366148.0,378188.0,1596260.0,22337.0,1618597.0,1640934.0,24.0,0.6,24.6,25.2,27.7,1.0,28.7,29.7,21.9,0.7,22.6,23.3,17.2,0.2,17.4,17.6,2249819.0,623543.0,1616588.0,9304575.0,2010
North Dakota,1189.0,48878.0,50067.0,21613.0,1717.0,23330.0,25047.0,7645.0,862.0,8507.0,9369.0,12660.0,1489.0,14149.0,15638.0,77653.0,3523.0,81176.0,84699.0,14.5,1.2,15.7,16.9,17.3,2.0,19.3,21.3,12.3,1.4,13.7,15.1,12.0,0.5,12.5,13.0,148213.0,44158.0,103296.0,651420.0,2010
Ohio,291.0,45151.0,45442.0,604905.0,14449.0,619354.0,633803.0,192989.0,6685.0,199674.0,206359.0,394584.0,12983.0,407567.0,420550.0,1746640.0,24764.0,1771404.0,1796168.0,22.6,0.5,23.1,23.6,27.4,0.9,28.3,29.2,20.1,0.7,20.8,21.5,15.6,0.2,15.8,16.0,2678989.0,705656.0,1960986.0,11224913.0,2010
Oklahoma,396.0,42076.0,42472.0,215772.0,7577.0,223349.0,230926.0,69050.0,3544.0,72594.0,76138.0,139934.0,6747.0,146681.0,153428.0,601462.0,11605.0,613067.0,624672.0,23.6,0.8,24.4,25.2,26.6,1.4,28.0,29.4,21.5,1.0,22.5,23.5,16.5,0.3,16.8,17.1,914863.0,259531.0,650833.0,3646869.0,2010
Oregon,518.0,46536.0,47054.0,178153.0,6358.0,184511.0,190869.0,56093.0,3185.0,59278.0,62463.0,113929.0,5483.0,119412.0,124895.0,584161.0,12488.0,596649.0,609137.0,21.0,0.7,21.7,22.4,24.0,1.4,25.4,26.8,18.6,0.9,19.5,20.4,15.5,0.3,15.8,16.1,851736.0,233219.0,612502.0,3765930.0,2010
Pennsylvania,421.0,49245.0,49666.0,505091.0,13688.0,518779.0,532467.0,148894.0,6471.0,155365.0,161836.0,340693.0,12172.0,352865.0,365037.0,1623338.0,21759.0,1645097.0,1666856.0,18.4,0.5,18.9,19.4,20.8,0.9,21.7,22.6,16.9,0.6,17.5,18.1,13.2,0.2,13.4,13.6,2740786.0,716064.0,2013666.0,12298952.0,2010
Rhode Island,1021.0,52053.0,53074.0,41340.0,2701.0,44041.0,46742.0,12882.0,1225.0,14107.0,15332.0,26666.0,2408.0,29074.0,31482.0,137475.0,5657.0,143132.0,148789.0,18.7,1.2,19.9,21.1,22.9,2.2,25.1,27.3,16.2,1.5,17.7,19.2,13.5,0.6,14.1,14.7,221322.0,56283.0,163975.0,1012202.0,2010
South Carolina,415.0,42117.0,42532.0,266962.0,9675.0,276637.0,286312.0,88252.0,4456.0,92708.0,97164.0,171758.0,8528.0,180286.0,188814.0,798358.0,15581.0,813939.0,829520.0,25.1,0.9,26.0,26.9,29.7,1.5,31.2,32.7,22.5,1.1,23.6,24.7,17.8,0.3,18.1,18.4,1063825.0,297090.0,762924.0,4493882.0,2010
South Dakota,1005.0,45861.0,46866.0,36262.0,2474.0,38736.0,41210.0,12604.0,1189.0,13793.0,14982.0,21637.0,2142.0,23779.0,25921.0,110248.0,4550.0,114798.0,119348.0,18.2,1.2,19.4,20.6,21.5,2.0,23.5,25.5,15.6,1.5,17.1,18.6,14.0,0.6,14.6,15.2,199290.0,58774.0,138846.0,788210.0,2010
Tennessee,393.0,41461.0,41854.0,368554.0,12037.0,380591.0,392628.0,114736.0,5833.0,120569.0,126402.0,242837.0,10404.0,253241.0,263645.0,1082798.0,19845.0,1102643.0,1122488.0,25.1,0.8,25.9,26.7,28.6,1.5,30.1,31.6,22.9,1.0,23.9,24.9,17.5,0.3,17.8,18.1,1468391.0,400113.0,1060973.0,6195138.0,2010
Texas,341.0,48622.0,48963.0,1720072.0,26492.0,1746564.0,1773056.0,533154.0,14032.0,547186.0,561218.0,1155791.0,22077.0,1177868.0,1199945.0,4369830.0,41443.0,4411273.0,4452716.0,25.3,0.4,25.7,26.1,28.1,0.7,28.8,29.5,23.7,0.5,24.2,24.7,17.7,0.2,17.9,18.1,6798102.0,1901966.0,4871794.0,24652964.0,2010
